Event,Energy_Cinetica,Particle,x,y,z,Volume

296,1
495,1
617,1
656,1
657,1
762,1
844,1
1050,1
1297,1
1418,1
1438,1
1501,1
1570,1
1601,1
1727,1
1821,1
1889,1
1954,1
1965,1
2165,1
2243,1
2381,1
2409,1
2837,1
2891,1
2993,1
3022,1
3063,1
3096,1
3136,1
3229,1
3387,1
3401,1
3447,1
3497,1
3630,1
3679,1
3794,1
3908,1
3935,1
4017,1
4066,1
4117,1
4202,1
4220,1
4356,1
4712,1
4764,1
4786,1
4806,1
4880,1
4939,1
5123,1
5147,1
5170,1
5204,1
5268,1
5326,1
5374,1
5471,1
5585,1
5658,1
5676,1
5786,1
5985,1
6425,1
6542,1
6593,1
6713,1
6800,1
6815,1
6898,1
7015,1
7034,1
7186,1
7194,1
7460,1
7503,1
7551,1
7583,1
7795,1
7827,1
8006,1
8225,1
8241,1
8295,1
8473,1
8476,1
8511,1
8532,1
8768,1
8945,1
9131,1
9134,1
9157,1
9178,1
9383,1
9564,1
9681,1
10124,1
10137,1
10194,1
10215,1
10227,1
10266,1
10321,1
10423,1
10584,1
10699,1
10736,1
10886,1
10980,1
11161,1
11312,1
11479,1
11540,1
11696,1
11711,1
11737,1
11936,1
11937,1
11943,1
11964,1
11983,1
11994,1
12130,1
12141,1
12203,1
12272,1
12358,1
12373,1
13082,1
13137,1
13153,1
13156,1
13178,1
13201,1
13419,1
13537,1
13558,1
13578,1
13708,1
14001,1
14081,1
14103,1
14280,1
14284,1
14375,1
14484,1
14496,1
14634,1
14809,1
14821,1
14931,1
15155,1
15206,1
15418,1
15668,1
15679,1
15927,1
15971,1
16065,1
16217,1
16249,1
16557,1
16745,1
16775,1
16985,1
17010,1
17107,1
17130,1
17199,1
17338,1
17347,1
17423,1
17761,1
17840,1
17899,1
18002,1
18149,1
18412,1
18417,1
18473,1
18541,1
18554,1
18607,1
18652,1
18784,1
18977,1
19066,1
19131,1
19324,1
19428,1
19695,1
19711,1
19752,1
19755,1
19866,1
19994,1
20099,1
20306,1
20393,1
20396,1
20751,1
20972,1
21141,1
21154,1
21161,1
21163,1
21179,1
21485,1
21642,1
21877,1
22082,1
22160,1
22181,1
22248,1
22449,1
22495,1
22568,1
22723,1
22752,1
22937,1
23071,1
23089,1
23381,1
23395,1
23488,1
23507,1
23520,1
23934,1
24053,1
24060,1
24068,1
24463,1
24529,1
24586,1
24682,1
24759,1
24804,1
24942,1
24963,1
25124,1
25178,1
25334,1
25360,1
25467,1
25539,1
25718,1
25734,1
26098,1
26125,1
26127,1
26155,1
26203,1
26267,1
26302,1
26432,1
26742,1
26747,1
26763,1
26888,1
26961,1
27165,1
27255,1
27256,1
27310,1
27524,1
27585,1
27700,1
27765,1
28067,1
28282,1
28325,1
28418,1
28444,1
28490,1
28522,1
28539,1
28605,1
28620,1
28691,1
28724,1
28815,1
28819,1
28975,1
29052,1
29102,1
29188,1
29215,1
29231,1
29248,1
29300,1
29323,1
29344,1
29368,1
29408,1
29556,1
29573,1
29594,1
29655,1
29668,1
29794,1
29818,1
29946,1
30095,1
30497,1
30655,1
30857,1
31170,1
31218,1
31305,1
31399,1
31490,1
31513,1
31555,1
31564,1
31682,1
31787,1
31948,1
31964,1
32271,1
32301,1
32495,1
32522,1
32591,1
32705,1
32717,1
32798,1
32892,1
32921,1
32994,1
33183,1
33212,1
33248,1
33423,1
33618,1
33703,1
33741,1
34206,1
34229,1
34329,1
34529,1
34547,1
34572,1
34654,1
34781,1
35038,1
35053,1
35080,1
35238,1
35274,1
35342,1
35417,1
35580,1
35707,1
35765,1
35777,1
