Event,Energy_Cinetica,Particle,x,y,z,Volume

30,1
96,1
110,1
360,1
711,1
785,1
866,1
1336,1
1591,1
1830,1
1889,1
1897,1
1953,1
2182,1
2379,1
2718,1
2951,1
3098,1
3157,1
3328,1
3501,1
3598,1
3781,1
3992,1
4086,1
4198,1
4386,1
4388,1
4423,1
4456,1
4850,1
5007,1
5051,1
5076,1
5137,1
5177,1
5549,1
5596,1
5951,1
6162,1
6388,1
6467,1
6704,1
7318,1
7495,1
7788,1
8128,1
8284,1
8810,1
9016,1
9115,1
9165,1
9397,1
9400,1
9533,1
9696,1
9871,1
9964,1
9976,1
9997,1
10050,1
10670,1
10712,1
10747,1
10901,1
10908,1
11287,1
11340,1
11369,1
11481,1
11735,1
11903,1
12193,1
12225,1
12792,1
12836,1
12922,1
12996,1
13235,1
13261,1
13393,1
13913,1
14057,1
14110,1
14143,1
14147,1
14284,1
14313,1
14589,1
15213,1
15287,1
15399,1
15647,1
15728,1
15808,1
16060,1
16145,1
16173,1
16553,1
16643,1
16650,1
16707,1
16925,1
17248,1
17681,1
17738,1
17858,1
18028,1
18055,1
18335,1
18526,1
18682,1
19109,1
19158,1
19454,1
19822,1
19841,1
19895,1
20083,1
20229,1
20430,1
20435,1
20491,1
20547,1
20621,1
20731,1
20764,1
20935,1
20949,1
21417,1
21506,1
21559,1
22063,1
22122,1
22177,1
22484,1
22825,1
22885,1
22930,1
23186,1
23392,1
23398,1
23415,1
23442,1
23510,1
23561,1
23857,1
24266,1
24267,1
24411,1
24432,1
24549,1
24761,1
24767,1
25113,1
25313,1
25517,1
25572,1
25602,1
25729,1
25907,1
25962,1
26068,1
26315,1
26436,1
26650,1
26683,1
26800,1
26962,1
27029,1
27043,1
27485,1
27511,1
27639,1
27657,1
28104,1
28109,1
28148,1
28428,1
28499,1
28592,1
28831,1
29089,1
29128,1
29181,1
29324,1
29357,1
29477,1
29639,1
30022,1
30445,1
30463,1
30684,1
30742,1
30816,1
30820,1
30831,1
31501,1
31756,1
31807,1
31830,1
31905,1
32322,1
32378,1
32511,1
32634,1
32896,1
32954,1
32989,1
33282,1
33527,1
33798,1
33851,1
33982,1
34004,1
34018,1
34606,1
34660,1
34887,1
35038,1
35224,1
35372,1
35435,1
35540,1
35664,1
36061,1
36104,1
36148,1
36522,1
36633,1
36677,1
36709,1
36782,1
37304,1
37428,1
37450,1
37702,1
37724,1
37790,1
38133,1
38212,1
38298,1
38300,1
38432,1
38585,1
38602,1
38658,1
38707,1
38789,1
38958,1
38991,1
39150,1
39270,1
39618,1
39912,1
39913,1
39926,1
40058,1
40162,1
40295,1
40523,1
40570,1
40618,1
40703,1
40805,1
41051,1
41096,1
41325,1
41398,1
41453,1
41457,1
41549,1
41552,1
41580,1
41621,1
41699,1
41709,1
41859,1
41975,1
42189,1
42934,1
42973,1
43382,1
43436,1
43461,1
43493,1
43863,1
43891,1
44032,1
44247,1
44329,1
44829,1
44836,1
44871,1
45007,1
45683,1
45727,1
45878,1
45907,1
46179,1
46341,1
46658,1
46911,1
46939,1
46980,1
47630,1
47685,1
47930,1
48052,1
48175,1
48247,1
48345,1
48394,1
48553,1
48582,1
48977,1
49225,1
49337,1
49654,1
49934,1
50165,1
50652,1
51229,1
51489,1
51608,1
52080,1
