Event,Hit,KE_i,KE_e
1,1,8.3599,3.82166e-08
2,1,4.91682,2.82087e-07
3,0,4.19889,0
4,0,2.54197,0
5,0,2.3483,0
6,0,4.69087,0
7,0,2.47854,0
8,1,5.88435,3.65725e-08
9,0,8.22084,0
10,0,4.91606,0
11,0,3.59417,0
12,0,2.74768,0
13,0,2.54895,0
14,0,2.58858,0
15,0,7.12137,0
16,0,5.27402,0
17,0,5.33214,0
18,0,2.34071,0
19,0,1.81103,0
20,0,3.21629,0
21,0,1.2575,0
22,0,1.69768,0
23,0,2.96409,0
24,0,2.11173,0
25,0,3.46523,0
26,0,6.49688,0
27,0,1.87463,0
28,0,7.41003,0
29,0,2.56835,0
30,0,0.601947,0
31,0,4.75491,0
32,0,7.89762,0
33,0,2.69646,0
34,0,7.23536,0
35,0,4.64927,0
36,0,2.2117,0
37,0,3.8292,0
38,0,2.65344,0
39,1,6.56551,0.00829141
40,0,2.56773,0
41,1,4.10471,3.04725e-08
42,0,2.08917,0
43,0,1.51209,0
44,0,3.43511,0
45,0,1.45857,0
46,0,2.26905,0
47,0,1.13617,0
48,0,2.83335,0
49,0,1.2266,0
50,0,6.55814,0
51,0,1.83605,0
52,0,2.64685,0
53,0,1.36883,0
54,0,1.32358,0
55,0,1.43888,0
56,0,2.34284,0
57,0,2.3227,0
58,1,7.74489,2.85771e-07
59,0,1.6848,0
60,0,3.22545,0
61,0,3.92089,0
62,0,6.47011,0
63,0,4.29289,0
64,0,2.85538,0
65,0,2.16923,0
66,0,3.1818,0
67,0,1.4563,0
68,1,8.21693,0.000382221
69,0,1.64887,0
70,0,4.39029,0
71,0,2.78284,0
72,0,7.93665,0
73,0,6.49298,0
74,0,3.49879,0
75,0,6.59462,0
76,0,3.53853,0
77,0,1.09619,0
78,0,8.14455,0
79,0,5.44539,0
80,0,3.08573,0
81,1,3.45353,3.42879e-08
82,0,6.88667,0
83,0,4.41444,0
84,0,1.36211,0
85,0,3.48156,0
86,0,1.81023,0
87,0,5.90294,0
88,0,0.963856,0
89,0,2.53977,0
90,0,1.54036,0
91,0,3.37787,0
92,0,5.32807,0
93,0,1.88139,0
94,0,1.44819,0
95,0,2.6049,0
96,0,3.42481,0
97,0,4.53981,0
98,0,2.84427,0
99,0,1.1571,0
100,0,2.61347,0
101,0,2.08423,0
102,0,8.82166,0
103,0,0.75441,0
104,0,2.92046,0
105,0,1.15294,0
106,0,3.11416,0
107,0,2.77848,0
108,0,3.29857,0
109,0,3.39237,0
110,0,1.26524,0
111,0,6.39897,0
112,0,8.52936,0
113,0,4.58105,0
114,0,3.97711,0
115,0,1.67729,0
116,0,2.90581,0
117,0,2.98113,0
118,0,3.45054,0
119,0,1.4266,0
120,0,6.24584,0
121,0,2.12647,0
122,0,3.22303,0
123,0,3.53652,0
124,0,1.58261,0
125,0,3.21772,0
126,0,1.741,0
127,0,2.61689,0
128,0,1.42206,0
129,0,2.8752,0
130,0,3.04338,0
131,0,1.80576,0
132,0,0.821048,0
133,0,5.05852,0
134,0,5.84911,0
135,0,1.99981,0
136,0,7.24569,0
137,0,1.73743,0
138,0,2.73012,0
139,0,3.68544,0
140,0,3.87549,0
141,0,0.50617,0
142,0,2.6574,0
143,0,1.40984,0
144,0,3.90787,0
145,0,3.9291,0
146,0,1.66376,0
147,0,3.5744,0
148,0,3.11999,0
149,0,4.71134,0
150,0,4.01196,0
151,0,2.02889,0
152,0,2.71875,0
153,0,3.98386,0
154,0,3.27571,0
155,0,1.58902,0
156,0,2.98237,0
157,0,4.32253,0
158,0,2.67735,0
159,0,2.33489,0
160,0,8.29088,0
161,0,1.72875,0
162,0,7.08483,0
163,0,2.52948,0
164,0,9.51925,0
165,0,4.54701,0
166,1,8.00879,6.68872e-08
167,0,1.95933,0
168,0,8.55241,0
169,0,1.80229,0
170,0,4.73041,0
171,0,7.45986,0
172,0,3.64665,0
173,0,3.45936,0
174,0,1.65543,0
175,0,2.92188,0
176,0,3.34626,0
177,0,2.26232,0
178,0,5.96428,0
179,0,4.14674,0
180,0,3.65598,0
181,0,6.04905,0
182,0,1.04005,0
183,0,1.06066,0
184,0,2.01789,0
185,0,6.08542,0
186,0,7.59411,0
187,0,5.47025,0
188,0,4.31206,0
189,0,6.14515,0
190,0,2.89712,0
191,0,2.37042,0
192,0,1.90618,0
193,0,8.24839,0
194,0,0.224324,0
195,0,8.29075,0
196,0,1.66037,0
197,0,1.9121,0
198,0,3.36356,0
199,0,1.76257,0
200,0,3.91924,0
201,0,1.77138,0
202,0,1.95721,0
203,0,3.35224,0
204,0,4.18865,0
205,0,3.54184,0
206,0,2.60784,0
207,0,5.04044,0
208,0,4.37259,0
209,0,6.95997,0
210,0,1.3319,0
211,0,4.56405,0
212,0,1.94349,0
213,0,2.18685,0
214,0,1.23068,0
215,0,4.33064,0
216,0,3.17923,0
217,0,5.56652,0
218,0,6.0149,0
219,0,5.00311,0
220,0,4.17095,0
221,0,1.90885,0
222,0,2.45297,0
223,0,2.03354,0
224,0,2.44659,0
225,0,3.52962,0
226,0,4.81017,0
227,0,1.15495,0
228,1,8.01948,4.1541e-05
229,0,6.83149,0
230,0,2.15006,0
231,0,4.64921,0
232,0,3.68918,0
233,0,2.93498,0
234,0,2.56989,0
235,0,3.82683,0
236,0,2.88235,0
237,0,4.10929,0
238,0,6.29895,0
239,0,1.30804,0
240,1,6.61289,5.02637e-08
241,0,4.10836,0
242,0,6.1775,0
243,0,5.95358,0
244,1,5.37195,2.57078e-08
245,0,2.62836,0
246,0,3.56631,0
247,0,4.65562,0
248,0,2.33265,0
249,0,2.36299,0
250,0,2.67276,0
251,0,1.47781,0
252,0,3.92549,0
253,0,4.23041,0
254,1,7.39687,1.87305e-06
255,0,1.97339,0
256,0,2.8986,0
257,0,4.20102,0
258,0,9.10138,0
259,0,1.71918,0
260,0,6.68278,0
261,0,1.57676,0
262,0,3.51361,0
263,0,8.09422,0
264,0,4.15542,0
265,0,2.85079,0
266,0,2.43895,0
267,0,4.02726,0
268,0,2.23885,0
269,0,1.90512,0
270,0,5.88958,0
271,0,2.30445,0
272,0,1.68685,0
273,0,5.79523,0
274,0,2.90436,0
275,0,2.31084,0
276,0,3.69739,0
277,0,3.61801,0
278,0,3.0251,0
279,0,1.81447,0
280,0,2.42629,0
281,0,3.30554,0
282,0,0.565701,0
283,0,3.4115,0
284,0,3.20197,0
285,0,6.29343,0
286,1,3.35828,9.29442e-08
287,0,2.54823,0
288,0,1.72213,0
289,0,2.23141,0
290,0,1.91326,0
291,0,3.78504,0
292,0,4.564,0
293,0,2.07745,0
294,0,7.16602,0
295,0,8.87443,0
296,0,3.40016,0
297,0,3.28696,0
298,0,1.98497,0
299,0,2.70288,0
300,0,1.94232,0
301,0,3.4784,0
302,0,2.66427,0
303,0,4.71173,0
304,0,1.47661,0
305,0,5.75129,0
306,0,2.75701,0
307,0,1.82353,0
308,0,2.20623,0
309,0,4.15974,0
310,0,2.64312,0
311,0,1.44371,0
312,0,4.72725,0
313,0,5.39089,0
314,0,9.20058,0
315,0,2.50591,0
316,0,4.58118,0
317,0,3.4562,0
318,0,2.5174,0
319,0,2.40875,0
320,0,5.63756,0
321,0,2.08697,0
322,0,7.15774,0
323,0,2.34577,0
324,0,7.58619,0
325,0,3.36314,0
326,0,4.41502,0
327,0,2.8013,0
328,0,3.2471,0
329,0,3.09238,0
330,0,5.30726,0
331,0,2.3626,0
332,0,2.36339,0
333,0,0.344495,0
334,0,3.26389,0
335,0,8.77348,0
336,0,1.69848,0
337,0,7.48283,0
338,0,2.03949,0
339,0,1.06083,0
340,0,2.86988,0
341,0,3.96164,0
342,0,1.4271,0
343,0,5.9484,0
344,0,1.8967,0
345,0,3.74959,0
346,0,2.24971,0
347,0,2.78851,0
348,0,2.41409,0
349,0,5.35658,0
350,0,3.70437,0
351,0,6.52126,0
352,0,2.39041,0
353,0,1.31931,0
354,0,2.77303,0
355,0,1.74441,0
356,0,1.51965,0
357,1,3.35167,1.5335e-08
358,0,1.19754,0
359,0,2.54226,0
360,0,1.95857,0
361,0,1.74235,0
362,0,3.72388,0
363,0,1.95217,0
364,0,8.29292,0
365,0,1.93373,0
366,0,6.04997,0
367,0,3.84386,0
368,0,3.80356,0
