Evento,KE,px,py,pz,x,y,z
163,4.68346e+06,-0.530378,0.62522,-0.572537,-426.2,346.002,232.828,
165,2.10273e+06,0.78528,0.568757,-0.244644,426.2,217.491,-399.035,
166,2.98515e+06,-0.340858,0.77578,-0.531019,59.4124,199.394,-426.2,
168,2.17023e+06,-0.634678,0.431909,-0.64081,108.244,426.2,97.5656,
173,0.0134568,-0.0899636,-0.833553,-0.545066,-22.5178,-426.2,18.4695,
174,91.3166,-0.269147,0.959443,0.0838398,-13.5085,-155.017,426.2,
175,5.31714e+06,-0.651817,0.75147,-0.102119,-370.102,426.2,-59.0513,
176,4.39595e+06,0.925509,-0.347037,0.151653,426.2,-159.254,68.1758,
178,2.37118,-0.21926,0.889792,0.400244,143.71,426.2,52.8295,
182,2.10319e+06,-0.44652,0.434514,-0.782188,-50.3608,222.95,-426.2,
184,4.28029e+06,-0.0262786,0.208537,0.977661,205.105,206.765,426.2,
190,2.21061e+06,-0.279132,-0.825577,-0.490416,-245.827,-426.2,-230.963,
192,0.0238433,0.621374,0.782682,-0.0361043,-31.0572,426.2,-41.5869,
193,4.43962e+06,0.811728,-0.0360324,0.582924,426.2,-111.894,357.321,
194,6.81452e+06,-0.405636,0.370983,0.835363,-209.872,190.78,426.2,
196,0.0640948,-0.992111,-0.0242772,0.122987,-331.789,-277.421,426.2,
200,0.0406269,-0.993567,0.0304632,0.109072,-426.2,-170.607,-305.162,
201,6.60501e+06,-0.669231,-0.742545,-0.0275057,-386.315,-426.2,-17.4914,
202,13420.1,0.909013,-0.076342,-0.409716,426.2,-416.899,5.50116,
204,1.16386e+06,-0.337556,0.219739,0.915298,343.475,135.738,426.2,
205,3.189e+06,-0.0433999,0.876792,0.478907,-16.5944,426.2,97.1117,
206,2.26296e+06,-0.653632,-0.725513,0.215398,-1.94503,-426.2,-69.8373,
209,0.177016,-0.30486,0.946877,0.10239,278.243,426.2,134.506,
211,0.0438996,0.197616,-0.829957,-0.521651,-76.2067,-426.2,7.41188,
212,4.32917e+06,-0.769517,0.0772236,0.633941,-426.2,-129.73,306.166,
214,5.27971e+06,0.844749,-0.52386,0.109407,426.2,-267.015,55.2335,
215,2.24621e+06,-0.318552,0.9479,0.00336446,-181.975,426.2,107.456,
217,0.0379457,-0.440648,-0.0516478,-0.896193,-136.119,-137.066,-426.2,
218,48.9804,-0.427595,0.567533,-0.703612,186.169,169.582,-426.2,
219,0.0236258,-0.836814,-0.180424,0.516904,-426.2,-4.28077,-30.6445,
223,4.01072e+06,-0.825771,-0.320601,0.464023,-426.2,-164.137,236.416,
226,4.68678e+06,0.378113,-0.710835,-0.59308,227.174,-426.2,-352.281,
227,4.19968e+06,-0.712409,0.655145,-0.251512,-426.2,138.138,-413.223,
228,0.106892,0.125081,0.968142,-0.216922,-339.205,426.2,-179.538,
231,2.41499,0.850534,0.196484,-0.487838,426.2,267.391,-120.01,
232,4.24837e+06,0.938541,-0.272642,0.21168,426.2,-181.639,119.363,
233,6.92671e+06,0.184626,0.377865,-0.907266,86.8365,178.266,-426.2,
234,3.58409e+06,0.459999,0.0364105,0.887173,222.272,19.7063,426.2,
235,0.0422938,0.138357,0.972769,-0.185953,194.98,426.2,-17.2009,
238,2.10939e+06,-0.197489,-0.886543,0.418377,-58.8295,-426.2,171.408,
239,622347,0.52668,-0.850063,-0.000835427,263.59,-426.2,184.054,
242,3.2134e+06,0.831726,-0.0568946,-0.552263,290.405,125.621,-426.2,
243,2.57632e+06,0.143208,0.449145,-0.881907,-124.224,-13.5399,-426.2,
244,0.045156,-0.00410098,0.710783,0.703399,60.1814,426.2,401.424,
245,0.349874,-0.291534,-0.940376,-0.175218,-196.675,-426.2,-328.557,
246,248489,0.257482,-0.878644,0.402104,-349.596,46.6775,426.2,
248,4.85627e+06,0.427282,0.243315,-0.870763,212.072,120.408,-426.2,
249,130594,0.94388,-0.193999,-0.267312,426.2,365.787,-111.958,
250,7.13765e+06,-0.89815,-0.181328,0.400557,-426.2,-86.8761,192.531,
251,3.64826e+06,0.886665,0.461863,-0.0225217,426.2,318.681,-354.984,
252,2.32548e+06,0.708543,0.670869,0.218863,426.2,406.878,130.721,
253,1.26943e+06,-0.531008,-0.800018,-0.279288,-143.581,-426.2,20.0188,
254,4.78847e+06,-0.962935,0.125982,0.238504,-426.2,54.629,104.459,
255,5.60398e+06,0.716587,-0.449154,0.533632,426.2,-267.945,315.335,
256,2.7907e+06,-0.786935,-0.605032,0.121119,-426.2,88.6531,11.4763,
258,3.09314e+06,-0.909943,-0.366301,0.194493,-426.2,-169.997,93.4397,
260,6.8801e+06,-0.0396024,-0.301459,-0.952656,-16.8197,-134.406,-426.2,
262,0.0348214,-0.260926,-0.433296,0.862654,-426.2,-33.2386,-243.036,
263,4.94974e+06,0.287981,0.0237201,0.957342,-48.7625,26.4639,426.2,
264,5.26514e+06,0.262196,0.607221,-0.750024,128.572,426.2,63.0579,
265,530988,-0.813474,-0.231102,-0.533715,-426.2,-33.6679,-1.53017,
267,2.8798e+06,-0.320095,-0.943689,0.0836083,-426.2,-370.687,227.034,
268,3.13843e+06,-0.934358,0.053494,-0.352299,-426.2,-24.7615,-190.688,
269,8.29673e+06,0.552008,0.832397,-0.049012,151.082,426.2,52.9267,
274,514545,0.163558,0.593534,-0.788014,-329.988,426.2,-370.854,
277,0.0830605,0.851722,-0.111508,0.511992,426.2,62.1704,-331.683,
279,0.0894374,-0.701867,0.496796,0.510467,271.906,426.2,306.805,
280,0.0142589,-0.343641,0.929874,-0.131324,-142.541,426.2,30.1229,
282,4.15244e+06,-0.15646,0.0754262,-0.9848,-186.77,55.149,-426.2,
284,0.0390598,-0.606032,0.574465,-0.550195,-256.832,426.2,292.773,
287,438298,0.983041,0.0261006,-0.181519,426.2,-130.649,-258.041,
289,0.193502,-0.0625055,0.996738,0.0510438,-243.011,426.2,364.658,
290,462787,0.658856,0.747314,0.0861975,21.0497,426.2,6.5715,
296,3.03762e+06,0.389772,0.327517,0.860703,14.4641,79.8658,426.2,
297,141.022,0.659908,-0.130728,0.739887,426.2,375.418,92.689,
299,0.0361149,0.383839,-0.378723,0.842162,116.926,-51.0093,426.2,
302,2.21845e+06,0.942104,0.0408283,-0.332825,426.2,244.877,-114.571,
303,7.73514,0.138636,0.197619,0.970426,192.762,426.2,279.484,
306,0.0353381,0.81523,-0.575321,0.0663751,301.619,-426.2,-31.6539,
307,2.19081e+06,0.821156,-0.357686,-0.444706,426.2,-183.102,-230.047,
308,0.0456421,0.664273,-0.378006,-0.644866,401.794,-426.2,-260.382,
312,0.0263847,-0.566125,-0.373286,0.734956,-426.2,281.375,-119.365,
314,5.95671e+06,-0.0356582,-0.258926,-0.965239,-13.9611,-116.321,-426.2,
315,1.33576e+06,-0.494624,0.526744,-0.691294,-102.878,-158.861,-426.2,
318,0.0519933,-0.0537558,-0.526377,-0.84855,383.009,165.017,-426.2,
319,3.19709e+06,0.691729,-0.482131,-0.537644,426.2,-296.751,-330.318,
320,232634,-0.039072,0.501577,0.86423,-191.516,426.2,-387.294,
321,6.71556e+06,0.851648,-0.440738,0.283631,426.2,-223.736,142.641,
325,85315.8,0.318722,-0.736021,0.597235,426.2,-202.506,-112.355,
327,2.7406e+06,-0.740796,0.110187,0.662631,-156.638,-63.1169,426.2,
332,534330,-0.695547,-0.706339,-0.131529,-231.449,-426.2,198.283,
335,2.29323e+06,0.695552,0.427598,0.57738,79.4206,-112.557,426.2,
337,2.06937e+06,-0.471447,0.721965,0.506462,-426.2,39.8829,210.508,
338,5.10243e+06,0.450113,-0.497147,0.741784,261.126,-287.259,426.2,
339,3.9695e+06,0.32157,-0.430141,-0.843547,-258.995,-64.9653,-426.2,
341,0.0836552,0.366082,0.315291,-0.875543,170.078,426.2,-34.8499,
342,0.0346869,-0.570237,-0.808275,0.1467,68.4635,-426.2,-153.642,
345,267456,-0.128356,-0.991414,-0.0249761,113.918,-426.2,83.6581,
347,195416,-0.166243,0.82654,0.537768,-375.261,426.2,387.055,
348,107479,-0.518111,0.290144,-0.804598,-281.932,203.161,-426.2,
349,2.67906e+06,0.905738,0.423837,-0.000704177,426.2,198.942,0.183907,
350,1.58772e+06,-0.826394,-0.489867,0.277674,-426.2,-255.916,144.602,
351,1.62531e+06,-0.624593,0.0946996,-0.775188,-426.2,-165.01,-55.6742,
353,1.24637e+06,-0.490315,0.571994,0.657582,-426.2,177.011,-106.954,
354,0.0468226,-0.631622,-0.513154,0.581143,-295.098,182.354,426.2,
360,4.47374e+06,-0.926132,0.369408,0.0762774,-426.2,245.564,-183.944,
361,4.52512e+06,0.480297,-0.84076,-0.249875,11.1318,-426.2,40.0723,
362,0.0340749,0.644884,0.73328,0.215466,426.2,-368.666,192.615,
363,4.84379e+06,0.436638,-0.626708,0.645433,291.154,-415.124,426.2,
364,0.0719057,-0.677263,-0.71105,-0.189004,156.067,-426.2,-58.7747,
366,5.56937e+06,-0.47885,0.858843,-0.181913,-240.789,426.2,-91.2513,
368,5.2451e+06,0.930598,-0.358226,0.0752452,426.2,38.9234,50.8048,
369,96.9481,0.793812,0.088801,-0.601645,426.2,316.034,275.467,
370,2.49051e+06,-0.0932553,-0.687535,0.720138,-61.9018,107.499,426.2,
371,5.23812e+06,-0.152988,-0.496462,0.854471,-77.6286,-248.193,426.2,
372,6.48772e+06,-0.526462,-0.658874,-0.537329,-341.205,-426.2,-346.355,
373,8.12377e+06,-0.146499,-0.871816,-0.467413,-70.7381,-426.2,-229.591,
374,3.47304e+06,-0.946262,-0.0558084,-0.318549,-426.2,46.864,-375.394,
375,7.23559e+06,0.128394,0.841124,-0.525382,62.7157,426.2,-267.244,
376,6.49625e+06,-0.058094,0.992649,0.106172,-26.5468,426.2,47.3665,
377,3.07424e+06,0.757704,0.596826,0.263975,426.2,337.462,146.417,
380,4.52582e+06,0.917588,0.0573889,-0.393369,426.2,158.263,-67.7018,
381,1.8087e+06,0.646708,0.474771,-0.59696,-103.873,21.6757,-426.2,
382,3.01111e+06,-0.283855,-0.793483,-0.538341,20.8405,-426.2,42.6613,
383,0.031072,-0.829801,0.552688,0.0772342,333.224,195.315,426.2,
384,0.0510805,0.889959,0.335596,-0.308786,426.2,-283.5,-113.22,
386,6.28862e+06,0.367508,-0.0329053,-0.929438,307.065,23.6408,-426.2,
389,2.03747e+06,0.380445,0.404984,0.831414,-217.213,358.379,426.2,
398,26967.9,0.664639,-0.634554,-0.394458,-24.8034,-426.2,26.9913,
399,5.67716e+06,0.170249,0.580624,0.796172,89.1635,309.636,426.2,
400,3.65326e+06,-0.67306,0.348802,0.652171,-426.2,315.746,138.133,
401,7.84614e+06,0.938535,-0.262454,0.224211,426.2,-121.064,100.644,
402,3.03081e+06,-0.238183,-0.971114,-0.0143933,121.036,-426.2,-163.231,
403,4.56863e+06,-0.235156,-0.470391,0.850549,135.223,-324.362,426.2,
404,8.72437e+06,-0.485297,0.165807,0.858484,-240.993,82.8281,426.2,
405,1.03885e+06,0.794229,0.133698,-0.592727,426.2,183.711,-83.7652,
408,2.5912e+06,-0.112557,-0.992337,0.050974,-282.769,-426.2,-192.359,
410,563913,-0.328848,0.908281,0.258621,-177.102,426.2,-238.574,
411,0.0172726,0.461971,-0.595948,-0.656833,-35.9836,-426.2,-328.091,
412,6.44614e+06,-0.32924,-0.178775,-0.927168,-152.519,-81.1045,-426.2,
414,2.04825e+06,0.780446,-0.516184,0.352785,426.2,302.284,209.969,
415,3.47273e+06,-0.989904,0.0979663,-0.10243,-426.2,-113.06,-6.29619,
417,9.02496e+06,0.26141,-0.878759,0.399308,125.125,-426.2,195.51,
420,0.0423056,0.704027,-0.667423,-0.242679,0.127683,-426.2,106.152,
422,196552,-0.0182108,-0.618625,-0.785476,-66.8566,-256.626,-426.2,
423,1.22392e+06,-0.381889,0.870706,0.30989,164.407,426.2,-101.147,
427,3.08053e+06,-0.652466,0.164472,0.739755,-338.348,-205.382,426.2,
430,4.13649e+06,-0.586248,0.720557,-0.370284,-345.27,426.2,-220.245,
432,0.00926241,-0.709443,-0.0756626,0.700689,80.315,-426.2,-120.899,
433,917107,0.531838,-0.156214,-0.832313,274.939,-150.501,-426.2,
435,3.19807e+06,0.996359,0.0472342,-0.0709703,426.2,31.4259,47.6959,
437,0.0321828,0.880262,-0.466691,-0.0856638,426.2,-126.951,-357.135,
438,1.52262e+06,-0.351229,0.589828,0.727146,-204.008,342.165,426.2,
439,7.07374e+06,-0.379215,-0.00289794,0.925304,-176.345,-2.24927,426.2,
440,2.31022e+06,-0.676867,0.723082,-0.137854,52.0802,426.2,-171.457,
441,0.0445984,0.504394,0.366611,0.781782,-341.616,-319.87,426.2,
444,73468,0.28898,-0.318933,-0.902647,-148.703,-167.352,-426.2,
445,1.61705e+06,-0.173903,0.972027,0.157863,368.08,426.2,74.9072,
446,327523,-0.305035,-0.540326,-0.78422,-2.82737,-426.2,-39.0743,
447,1174.58,-0.495496,0.508953,-0.703882,254.067,48.8905,-426.2,
450,107267,0.863821,0.457585,0.210785,426.2,198.356,-45.9551,
451,473.696,0.975605,0.138054,-0.170695,426.2,-109.552,70.0488,
452,58.3216,-0.0820585,0.212498,-0.97371,9.20726,333.939,-426.2,
454,5.60101e+06,-0.117213,0.289941,-0.949839,-168.407,-287.105,-426.2,
456,4.77798e+06,0.958636,0.280835,0.0463654,141.425,426.2,66.0174,
457,6.16728e+06,-0.315241,-0.843404,0.435077,-158.155,-426.2,220.086,
459,419571,0.201012,-0.419866,0.885046,426.2,333.265,45.583,
460,2.3481e+06,-0.157076,0.693495,-0.70313,210.594,-103.855,-426.2,
461,3.01532e+06,-0.0337432,-0.213132,0.976441,-12.3362,-93.2987,426.2,
463,109414,-0.781035,-0.497735,0.377154,-426.2,185.57,67.8728,
464,3.96176e+06,-0.00635292,0.45073,0.892638,-5.46999,213.701,426.2,
465,0.0509369,-0.897561,-0.306159,-0.317255,-426.2,253.14,-64.9858,
466,6.87887e+06,-0.285089,0.674298,0.681209,-178.092,423.56,426.2,
470,1.93859e+06,0.591585,-0.49867,-0.633527,-359.505,-101.84,-426.2,
471,5.53535e+06,0.124064,-0.163939,0.978638,53.8149,-69.4063,426.2,
472,606823,-0.0951193,-0.992932,0.070981,287.149,-426.2,-91.997,
473,956484,0.336762,-0.614356,0.713553,-306.863,-267.55,426.2,
474,6.06804e+06,0.961653,-0.219835,0.163999,426.2,-97.6896,72.6878,
475,691883,0.867093,-0.328825,-0.374197,426.2,-162.684,-182.689,
476,0.0280052,0.758648,0.633622,-0.151582,426.2,406.112,-131.892,
477,0.0202754,0.26324,0.482322,-0.835506,-15.9628,60.9024,-426.2,
479,5.10837e+06,0.975886,0.131583,0.174162,426.2,58.54,77.3742,
481,92324.3,0.0087034,0.437494,0.899179,108.694,426.2,129.532,
485,4.79764e+06,-0.352215,-0.225669,-0.908305,-167.121,-106.538,-426.2,
488,2.16253e+06,0.292107,0.584702,0.756834,37.7188,33.3376,426.2,
490,3.57358e+06,0.75989,-0.462783,0.456507,426.2,-81.474,71.2491,
493,6.23151e+06,-0.5343,0.710256,-0.458323,-201.615,426.2,-381.921,
496,4.27535e+06,-0.0751781,-0.715696,0.694354,123.095,-94.7693,426.2,
498,3.49978e+06,-0.00283415,0.995904,0.0903778,-22.0838,426.2,-198.112,
499,8.22647e+06,-0.614935,0.540717,0.574004,-426.2,375.416,396.832,
500,4.96082e+06,0.976334,-0.175828,-0.12592,426.2,-78.3424,-56.7603,
501,62785.6,0.760776,-0.249283,0.599231,426.2,196.755,21.0037,
502,3.99247e+06,0.890705,0.16443,0.4238,426.2,-70.7145,376.113,
503,6.66106e+06,0.502664,0.403252,0.764668,426.2,141.969,220.732,
504,861776,-0.928801,0.370128,-0.0182602,-236.353,426.2,216.445,
508,0.0550777,0.897648,-0.263357,-0.353371,426.2,-93.0091,-115.094,
511,0.124695,-0.841656,-0.410184,-0.351233,-426.2,-43.9555,51.6817,
512,2.46336e+06,-0.728565,-0.020717,0.684663,-426.2,301.081,64.8363,
514,0.128084,-0.903189,-0.295707,-0.311137,-426.2,-98.9743,-175.418,
517,1.4288e+06,-0.647934,0.289377,0.704587,-27.9777,426.2,314.928,
519,1.86846e+06,-0.895041,-0.179522,-0.408256,-426.2,171.401,-34.1344,
520,1.96752e+06,-0.00495512,0.461582,-0.887084,285.744,426.2,-347.949,
521,6.62169e+06,-0.443945,-0.746724,-0.495294,7.40499,-426.2,-341.36,
522,7.64718e+06,0.108516,0.0506796,-0.992802,47.2675,23.8848,-426.2,
523,2.10919e+06,0.397563,0.357268,-0.845164,1.0102,149.827,-426.2,
525,0.0428323,-0.274595,-0.0528831,-0.960105,154.509,327.186,-426.2,
526,0.0115078,0.479278,0.864255,0.152827,-266.96,426.2,-157.657,
528,206.261,-0.850002,0.428001,-0.307103,-157.042,426.2,228.633,
529,0.0349721,-0.271438,0.116733,0.955351,90.5177,426.2,47.5608,
531,100615,0.486219,-0.295152,0.822482,426.2,163.445,32.1751,
532,580051,0.118226,0.886728,0.446918,411.708,426.2,247.219,
534,0.129843,-0.362899,-0.812624,-0.45601,-426.2,86.7901,143.359,
538,5.76391e+06,0.188943,0.159172,0.969002,-97.8136,182.177,426.2,
539,8.19742e+06,0.489042,-0.836423,0.247455,250.124,-426.2,123.815,
541,0.0757429,-0.714503,0.202577,0.669663,-149.343,126.988,426.2,
542,2.32257e+06,-0.129932,0.190732,-0.973005,-55.3643,83.486,-426.2,
543,2.00719e+06,0.570794,-0.411966,0.710266,426.2,88.6145,415.509,
544,3.69586e+06,-0.249574,0.951142,0.181773,-113.314,426.2,79.0873,
545,6.0782e+06,0.801433,0.386314,0.456581,426.2,202.822,243.028,
548,7975.03,0.068826,0.365197,-0.928383,-366.625,-123.622,-426.2,
550,20.9083,-0.44922,-0.167214,0.877634,-187.254,279.836,426.2,
551,3.66775e+06,0.710038,-0.606763,-0.357329,426.2,-361.953,-212.421,
552,0.0144425,-0.137646,0.855151,-0.49977,175.572,-201.534,-426.2,
553,0.495391,0.833599,0.506347,-0.220736,84.0069,426.2,-162.391,
554,6.13787e+06,0.183726,-0.0786456,-0.979826,79.0871,-35.2096,-426.2,
556,5.7482e+06,-0.132747,-0.217902,-0.966901,-60.3557,-96.2781,-426.2,
557,268652,-0.573303,-0.648167,0.501202,-218.707,-18.9728,426.2,
558,0.151391,-0.573746,-0.775263,-0.264164,-220.234,-376.988,-426.2,
561,1.68677e+06,0.0318903,0.9881,0.150468,-142.666,426.2,403.337,
563,3.16449e+06,0.0213077,0.408569,-0.912479,12.4597,192.141,-426.2,
564,746017,-0.206899,-0.310661,0.92773,-87.8678,94.0163,426.2,
565,1.47747e+06,-0.544925,0.126499,-0.828888,36.7409,296.237,-426.2,
567,1.39668e+06,-0.176668,-0.833269,-0.523881,31.7731,-227.465,-426.2,
568,0.133495,-0.210707,0.879641,-0.426421,-13.3859,426.2,-75.8865,
569,943891,-0.722455,-0.432914,0.539114,-426.2,-272.829,59.8323,
570,4.17198e+06,-0.829882,-0.396597,-0.392437,-426.2,-205.005,-204.445,
572,2.59101e+06,0.957453,0.13858,-0.253138,426.2,-192.238,-253.819,
574,0.0186332,0.480772,-0.128185,-0.867426,252.22,-138.215,-426.2,
577,38321.3,0.296145,-0.261971,-0.918515,426.2,-48.0587,45.01,
579,0.0220598,0.735798,-0.43133,-0.522068,-82.0325,-426.2,256.621,
580,0.0778579,-0.155487,-0.987836,0.00211433,151.636,-426.2,-165.697,
581,0.113182,0.597629,0.79181,-0.126001,14.4639,426.2,-51.6123,
582,4.69193e+06,0.470395,0.439846,-0.765025,-42.8071,426.2,-225.784,
583,5.03371e+06,-0.612729,-0.0466223,0.788917,-331.739,-26.879,426.2,
585,3.11365e+06,-0.390963,0.745646,-0.539592,-426.2,147.698,-248.005,
588,4.16355e+06,-0.487752,0.796874,-0.356496,-261.937,426.2,-192.589,
589,100.577,-0.522787,-0.196487,-0.82951,-40.5986,-340.8,-426.2,
593,2.18706e+06,-0.873733,-0.335514,0.352165,-426.2,-161.05,57.585,
594,0.00987291,0.555419,-0.535825,-0.635925,426.2,313.548,-214.543,
595,3.77206e+06,-0.733827,-0.245226,0.633531,-172.075,-181.488,426.2,
596,6.91748e+06,-0.456281,-0.169307,0.87358,-221.519,-79.7722,426.2,
597,0.0192857,-0.509367,-0.351701,0.785399,-426.2,138.287,332.003,
598,4.89209e+06,0.412686,0.513248,-0.752507,203.262,426.2,-342.557,
599,4.4572e+06,0.365265,0.827277,-0.426842,185.853,426.2,-221.24,
600,4.28644e+06,-0.466517,-0.847016,-0.254806,-31.6384,-426.2,-78.9738,
601,3.77453e+06,0.464428,0.879078,-0.107376,34.6608,426.2,10.546,
602,814794,-0.776942,0.451706,0.438547,-426.2,-141.722,284.442,
603,5.01961e+06,-0.47006,-0.254326,0.845199,-154.147,-110.975,426.2,
