Evento,KE,px,py,pz,x,y,z
190,3.59975e+06,-0.939604,-0.233862,-0.249907,-451.6,-195.492,298.053,
195,471558,0.471209,-0.761106,-0.445735,451.6,153.844,273.213,
198,0.0470126,0.628453,0.152312,0.76279,451.6,-160.797,252.945,
200,0.0989749,-0.560277,-0.711489,0.424114,17.7808,-451.6,-257.613,
210,1.21387e+06,0.187424,-0.962648,-0.195398,-112.288,-451.6,126.506,
211,7.48545e+06,0.959007,0.270292,-0.0851353,451.6,143.21,-123.991,
212,321223,0.635725,-0.502678,-0.585805,451.6,-322.968,11.4809,
214,3.879e+06,0.235913,-0.314868,-0.91935,451.6,95.1446,-162.819,
217,1.71491e+06,-0.686633,-0.649444,0.326739,57.5079,-451.6,318.269,
219,0.612692,0.951108,-0.301571,0.0666924,451.6,78.5564,30.5753,
222,3.26793e+06,-0.720499,0.568944,0.396465,-451.6,28.913,147.962,
223,6.40816e+06,0.0745147,-0.876305,-0.475959,39.6175,-451.6,-245.099,
225,91003.4,-0.92427,0.154348,0.349145,-451.6,29.9218,212.442,
226,1.41035e+06,0.0808054,-0.454221,0.887217,343.773,-451.6,-126.589,
227,192836,0.940058,0.166291,0.297722,91.1092,451.6,162.744,
229,93126.4,0.749816,0.164033,0.640991,157.099,-317.617,451.6,
230,0.135411,-0.597594,-0.66363,-0.449974,-150.988,-304.54,-451.6,
233,5.29134e+06,0.907831,0.20793,-0.364153,451.6,100.825,-182.16,
234,0.0445744,0.557854,0.3762,-0.739779,-368.834,197.581,-451.6,
237,0.114423,-0.279314,-0.146928,-0.948892,47.8198,232.383,-451.6,
238,9.35586e+06,0.157502,-0.771415,0.616532,94.7563,-451.6,362.236,
242,2.54799e+06,-0.930449,0.34307,-0.128715,-226.489,164.847,-451.6,
243,1.91777e+06,0.295748,0.931169,0.213207,428.972,451.6,149.681,
249,0.1194,-0.770738,-0.100729,0.62914,-63.436,-141.329,451.6,
251,3.56575e+06,-0.844772,0.493098,0.207882,-451.6,263.858,113.568,
253,0.0195361,-0.653356,0.636666,-0.409613,-163.963,-229.474,-451.6,
254,0.0659365,-0.250886,0.895523,-0.367551,166.338,451.6,-280.259,
259,0.0235764,-0.709678,0.534276,-0.459246,-451.6,388.054,352.422,
260,6.53136e+06,-0.381687,0.566138,0.730618,-234.857,347.175,451.6,
262,6.94258e+06,-0.849357,-0.44776,0.279472,-451.6,-239.163,150.836,
265,0.075144,-0.018184,-0.313731,0.949338,152.287,-81.0995,451.6,
268,206868,0.551752,-0.255857,0.793793,356.819,91.0839,451.6,
269,1.03247,-0.586301,0.553153,0.591838,117.994,264.994,451.6,
273,335200,0.431184,-0.378286,-0.819134,-3.85822,-3.10138,-451.6,
278,152577,-0.419281,0.884143,-0.206143,-451.6,-217.118,127.199,
279,939322,-0.859295,0.398882,-0.320163,-451.6,-200.586,-111.213,
280,0.0351054,-0.879038,-0.46006,-0.125046,-451.6,-26.0683,307.057,
281,71974.8,0.942517,-0.31373,-0.115044,451.6,184.145,156.598,
282,54740.5,-0.728179,-0.457916,-0.509969,-451.6,-59.6472,202.307,
283,105252,0.318535,-0.846374,-0.426833,26.0957,-240.121,-451.6,
294,2.2146e+06,0.187959,0.0806878,-0.978857,31.3483,-418.567,-451.6,
295,1.89396e+06,-0.512792,0.0331912,-0.857871,-17.8411,-125.947,-451.6,
297,0.0953598,-0.365963,0.363508,0.856699,-169.688,247.486,451.6,
299,2.15265e+06,-0.0472131,0.462351,-0.885439,-245.902,79.3716,-451.6,
300,0.0328862,-0.185841,-0.919567,-0.346209,320.418,-451.6,24.0089,
301,0.0633587,0.849969,-0.237851,0.470084,451.6,219.723,-257.271,
306,0.0177118,-0.834871,-0.437827,-0.333615,-451.6,-273.626,43.4907,
314,0.0147431,-0.543955,0.151792,-0.825271,218.707,266.377,-451.6,
315,0.122397,0.810243,-0.383855,-0.442902,451.6,-196.427,-66.4113,
317,8.44117e+06,0.152807,0.297312,0.942473,73.7123,144.061,451.6,
319,0.0187894,0.182841,0.761572,-0.621753,-43.4033,-136.875,-451.6,
322,214589,-0.0735381,-0.963867,0.256031,179.24,-451.6,189.538,
324,1.20581,-0.119136,-0.0539305,-0.991412,40.1319,11.2342,-451.6,
328,5.00222e+06,-0.055869,0.139091,-0.988702,-27.0379,62.6624,-451.6,
330,3.53711e+06,-0.99003,-0.0461645,0.133077,-451.6,102.509,-46.797,
331,0.0507335,0.705336,-0.605048,-0.369347,-12.1052,-451.6,-62.253,
332,0.0320068,-0.920421,-0.390917,0.00285106,-451.6,-134.703,-261.525,
334,0.017772,0.39079,0.50682,0.768386,177.81,-341.484,451.6,
336,2.48097e+06,0.350175,-0.588258,-0.728924,-204.972,-451.6,-180.974,
341,125660,0.975586,0.198356,-0.0942658,451.6,-137.763,240.571,
344,0.0443735,-0.6788,0.670238,-0.300019,4.77193,451.6,11.3592,
346,2.42019e+06,0.933441,0.249529,0.257726,451.6,306.048,-265.892,
347,0.0723995,0.0982272,0.960424,0.260649,-208.453,303.66,451.6,
348,0.533038,-0.13491,-0.909357,-0.393534,-451.6,-8.92395,-6.85724,
349,0.0416226,0.491268,-0.725381,0.482159,451.6,-329.512,352.156,
353,8.55966e+06,-0.292941,0.884502,-0.3631,-44.3353,451.6,-415.611,
355,4.64009e+06,0.751243,0.403786,0.522102,313.158,451.6,355.862,
357,22271.4,0.0771517,-0.578453,0.812059,-266.838,-451.6,1.47222,
358,0.0483656,-0.344858,0.574209,0.742535,-205.581,451.6,-182.967,
359,1.59894,-0.38079,0.86438,-0.328399,-202.026,451.6,-28.333,
362,0.0343531,-0.65258,-0.34258,-0.675854,186.598,-279.48,-451.6,
363,5.31082e+06,0.0613168,-0.847521,-0.527208,162.271,-451.6,-213.962,
365,0.0142498,0.46828,-0.867562,0.167479,-126.937,-451.6,226.7,
366,8.59257e+06,-0.670893,-0.655153,-0.347386,-451.6,-444.548,-235.645,
368,0.0709506,0.0899914,0.470709,-0.877687,172.877,49.8139,-451.6,
369,0.0536265,0.417886,0.902761,0.101948,-280.452,451.6,34.9693,
370,6.76695e+06,-0.265709,0.96382,-0.0212101,-392.421,451.6,-6.80033,
371,0.0489598,0.39588,-0.717656,0.572931,451.6,425.982,6.87261,
372,3.08203e+06,-0.0273582,0.939484,-0.341497,96.8119,451.6,-328.9,
373,0.0823468,-0.490636,-0.846652,-0.206052,-200.746,-451.6,75.7903,
375,4.80253e+06,0.367847,-0.919694,-0.137304,181.166,-451.6,-67.1308,
382,3.18133e+06,0.924312,0.219703,-0.312054,451.6,-21.4258,-39.2014,
383,2.75297e+06,-0.312438,0.756565,-0.574448,-451.6,260.192,84.837,
384,38436.2,0.0427914,-0.533932,-0.844444,302.209,161.794,-451.6,
385,6.67781e+06,-0.0456071,0.504166,0.862402,110.918,68.8493,451.6,
387,0.0482027,-0.0773127,-0.646583,-0.758916,-15.7645,-451.6,229.629,
388,180.038,-0.595397,0.770413,0.22796,-189.484,451.6,352.701,
391,8.30676e+06,0.315514,-0.927533,-0.200334,154.238,-451.6,-99.9214,
393,0.0293275,0.349638,-0.911794,-0.215372,-103.261,-451.6,6.86814,
394,2.66065e+06,-0.386257,0.253167,0.886968,-199.501,130.635,451.6,
395,2700.58,0.109719,-0.466554,0.877661,254.521,204.387,451.6,
398,1499.98,0.267967,0.354414,-0.895871,216.388,404.732,-451.6,
399,1.90463e+06,0.9353,0.353766,0.00801102,451.6,156.36,-314.798,
401,4.08012e+06,0.971117,-0.16607,-0.171325,451.6,-322.355,-269.014,
404,263833,0.543934,-0.391379,0.742266,-164.8,27.7411,451.6,
405,11.3089,-0.767362,0.63503,-0.0888429,-451.6,-320.793,125.976,
409,0.700104,0.830464,-0.521396,-0.196153,451.6,140.294,43.606,
410,4.40861e+06,-0.311184,-0.0249243,0.950023,65.8562,167.046,451.6,
412,2.24943e+06,0.379874,-0.355915,-0.853827,409.895,344.097,-451.6,
415,0.097844,0.797386,0.13633,-0.587869,257.216,-242.085,-451.6,
416,2.03589e+06,-0.761942,0.250312,-0.597318,-451.6,291.923,-432.486,
418,2.44985e+06,-0.752986,-0.596862,0.277069,-45.6874,-451.6,143.398,
420,0.0432024,-0.108273,0.45324,0.884788,-127.485,451.6,196.101,
422,2.08485e+06,0.588646,0.452101,-0.670149,-3.04855,45.2942,-451.6,
423,155070,0.721577,-0.368507,-0.586114,451.6,-200.768,274.264,
424,2.17791,-0.34946,-0.37011,0.860753,106.612,-451.6,64.0832,
428,1.5675e+06,-0.511268,-0.266249,-0.817139,-451.6,151.699,-347.568,
429,5.51189e+06,0.373162,0.23186,0.898327,190.543,116.058,451.6,
432,0.06432,0.959537,-0.201472,0.196716,-50.7848,-451.6,174.446,
433,745933,-0.0757029,0.919367,-0.386048,-219.588,-41.3099,-451.6,
434,0.0181265,-0.163621,-0.337425,0.927024,-451.6,242.213,6.60102,
435,2.55073e+06,-0.581365,-0.659927,-0.475932,-12.8736,-451.6,431.694,
438,122903,-0.838022,0.481048,-0.257511,-451.6,166.69,75.8213,
439,0.0933028,0.108077,-0.991259,-0.0756589,114.253,-451.6,-106.81,
441,0.0458094,0.385275,0.73306,0.560523,196.367,136.367,451.6,
442,915172,0.0240942,-0.994848,0.0984754,-65.5251,-451.6,96.8318,
444,0.0232751,-0.967969,-0.250898,0.00925493,-451.6,-104.78,-65.6498,
446,0.034749,0.934869,-0.312791,-0.167872,451.6,-414.394,-298.839,
448,4.77039e+06,-0.121941,-0.395624,-0.910281,-62.8413,-195.724,-451.6,
449,0.0327071,-0.862973,-0.501458,0.0617926,-451.6,-111.384,295.406,
452,0.0866521,0.477486,-0.491586,0.728251,40.4463,-21.9662,451.6,
455,9.23226e+06,-0.0952415,0.529406,0.843006,-193.172,447.59,451.6,
456,0.0354909,-0.793689,-0.180322,0.580984,-451.6,-46.4974,226.359,
457,7.36155,-0.948027,-0.0316539,-0.316611,-451.6,-214.641,-318.824,
458,2.51302e+06,0.997458,-0.0364302,0.0612349,451.6,-233.471,52.0357,
459,0.105827,0.349335,0.269859,0.897297,410.495,451.6,-119.28,
460,0.0328155,-0.164176,0.727526,-0.666148,-87.0871,1.37355,-451.6,
463,0.0470201,-0.60834,-0.339408,0.717443,233.482,-403.454,451.6,
465,5643.51,0.385503,-0.90647,0.172337,239.59,-451.6,1.86344,
468,1.68292e+06,0.0851047,-0.43206,0.89782,-196.808,-238.788,451.6,
470,0.0595094,0.104331,0.662086,-0.74213,-325.301,451.6,117.52,
471,8.78971e+06,-0.021,0.983114,-0.181785,-11.4994,451.6,-83.319,
472,330765,-0.157531,-0.974851,-0.15764,-151.877,-451.6,3.00037,
476,950637,0.689001,0.629103,-0.35987,3.8311,451.6,-6.12733,
478,0.0335777,-0.0293696,-0.975188,-0.219423,-210.42,366.606,-451.6,
479,0.00821865,-0.159233,0.317046,0.934948,185.961,-68.4091,451.6,
483,3.02677e+06,-0.931119,0.00941215,0.364593,-451.6,3.58425,173.872,
486,0.0116528,0.644518,0.678803,0.351885,283.931,451.6,-83.0454,
488,4.91422e+06,0.560546,-0.254357,-0.788093,324.724,-146.059,-451.6,
489,9.12941e+06,0.347428,-0.243448,-0.905553,174.278,-121.996,-451.6,
490,10.113,0.737177,-0.648683,-0.189158,-356.228,-451.6,-142.145,
492,36707.7,0.513082,-0.271643,0.814222,451.6,313.023,-261.478,
493,0.0245432,0.0790744,-0.98979,-0.118587,-74.2084,-451.6,-11.9951,
495,0.0443923,0.260993,0.779985,-0.568775,-247.156,451.6,-179.107,
497,7.31114e+06,0.6825,-0.712594,-0.162492,451.6,-229.022,118.144,
502,226972,-0.83356,0.526291,-0.167916,-451.6,362.877,240.184,
503,4.38001e+06,-0.545642,-0.691131,0.473933,-451.6,-412.654,51.7145,
506,4.91821e+06,0.924265,-0.132255,0.358109,451.6,-62.2627,173.655,
508,1.93715e+06,-0.0328029,-0.0225989,0.999206,290.563,-43.1957,451.6,
510,1656.34,-0.0757244,0.95729,-0.279037,-153.607,451.6,146.237,
514,0.0783892,-0.190475,-0.740065,0.644998,-451.6,-69.7659,236.906,
515,4.79062e+06,-0.694024,0.602776,0.393691,-451.6,393.697,254.247,
524,5.63523e+06,-0.235662,-0.339093,-0.910758,-118.007,-170.538,-451.6,
525,1222.66,0.541145,0.320418,0.777493,110.001,342.707,451.6,
526,3.24163e+06,-0.941891,-0.332681,-0.0465211,-451.6,-93.793,56.9285,
527,6.57241e+06,0.0846875,-0.778214,-0.622263,148.648,-451.6,-187.364,
529,0.0850711,0.395551,-0.00198453,-0.918442,218.107,-67.813,-451.6,
530,255133,-0.60556,-0.717074,0.34511,-85.214,103.708,451.6,
531,4.46675e+06,0.10892,0.971992,-0.208252,48.4664,451.6,-98.496,
532,3.37394e+06,-0.421704,-0.899605,-0.11347,-241.848,-451.6,-38.1721,
533,258394,-0.0299359,0.395577,-0.917945,257.091,108.666,-451.6,
534,5.77544e+06,0.284125,-0.841883,-0.45881,149.366,-451.6,-245.356,
541,0.0210975,0.925212,0.253452,-0.282391,451.6,-121.108,-268.997,
543,2.87267e+06,0.826668,-0.290931,0.481642,447.195,350.048,451.6,
545,4.18784e+06,0.17606,0.976209,-0.126567,326.567,451.6,-103.95,
546,4.87731e+06,0.242809,0.836615,-0.491039,228.902,451.6,-287.097,
548,3.04341e+06,-0.824772,-0.20237,-0.528013,-451.6,-112.361,-288.101,
550,5.82645e+06,0.279659,0.569434,-0.773005,166.086,332.26,-451.6,
553,2.25118e+06,0.491004,0.409998,-0.768646,287.874,242.847,-451.6,
558,0.0574956,0.605636,-0.781674,-0.148963,451.6,-244.281,-26.0546,
559,6.65816e+06,0.987317,-0.124394,-0.0986437,451.6,-59.5972,-45.2471,
562,258177,-0.0912639,0.534808,-0.840031,50.3657,451.6,131.062,
563,1.8631e+06,-0.942411,-0.256781,0.214302,-451.6,241.842,162.506,
567,3.14411e+06,-0.0122422,-0.916518,-0.399805,-365.861,-451.6,-223.676,
568,2.77395e+06,-0.289483,-0.0706728,0.954571,-313.143,-360.045,451.6,
573,2.31073e+06,-0.329669,0.482512,0.811481,99.3899,61.1924,451.6,
574,463.88,0.681936,0.426755,0.594007,451.6,-403.202,-61.5691,
576,0.0273798,-0.619327,-0.373396,0.690659,-451.6,-341.595,-320.828,
578,0.196916,-0.775906,0.407634,0.48146,-451.6,235.694,-393.086,
579,8.89253e+06,0.116151,0.186012,-0.975658,87.375,103.461,-451.6,
587,5.54067e+06,-0.0465942,0.864777,0.499989,-24.4182,451.6,259.754,
588,4.69091e+06,0.964156,-0.232698,-0.127497,451.6,-108.253,-62.4449,
589,0.0298285,-0.939769,0.23357,-0.24956,-451.6,274.896,-145.355,
590,0.0392027,0.876123,0.360865,0.319664,451.6,137.212,-241.429,
591,46873.1,-0.245183,0.0827573,-0.965938,389.748,69.5905,-451.6,
592,1.0978e+06,-0.522943,-0.209316,-0.826267,243.856,-87.0503,-451.6,
594,0.0491663,-0.0488679,-0.416949,-0.907615,-29.7398,-82.1666,-451.6,
596,0.109501,-0.382167,0.907219,0.17579,-451.6,-425.031,353.81,
604,4.88152e+06,0.524755,-0.270933,-0.806987,293.728,-149.568,-451.6,
605,396.333,0.0360635,-0.981016,-0.190546,-154.018,-191.588,-451.6,
606,412178,-0.552917,0.803173,-0.221802,32.2842,451.6,-173.071,
607,203757,-0.740187,0.205735,-0.640153,-263.193,189.71,-451.6,
608,420885,0.581762,0.514446,0.629999,79.4768,451.6,-172.842,
612,1.47679e+06,-0.162,0.929298,0.331906,62.0217,451.6,185.492,
613,8.2688e+06,-0.528299,-0.505664,0.682059,-351.481,-333.09,451.6,
615,2.11875e+06,0.623494,0.264353,0.73578,451.6,-193.451,163.765,
617,243329,-0.311521,0.941659,-0.12741,187.578,451.6,36.8523,
618,5.23532e+06,0.448583,0.893693,-0.00928746,226.14,451.6,-3.14461,
619,7.5304e+06,-0.352612,-0.469744,-0.809324,-196.659,-264.586,-451.6,
620,5.49936e+06,0.674683,-0.700353,-0.233042,19.0002,-451.6,58.1105,
624,0.0582385,-0.510419,-0.390848,0.76597,89.863,-155.644,451.6,
625,0.00556565,-0.786835,-0.61102,-0.0868668,20.0493,-451.6,194.545,
626,844157,-0.636141,0.0309428,0.770952,-451.6,149.686,117.428,
628,186.523,0.0567401,0.594831,0.801846,162.341,-146.939,451.6,
629,0.0313199,-0.507051,0.850478,-0.139954,-92.4071,451.6,245.532,
632,385660,0.587856,-0.439229,0.679341,451.6,421.19,294.143,
636,1.69687e+06,-0.228981,-0.973428,-0.00242386,-179.961,-451.6,-106.003,
638,1.26055e+06,-0.437366,-0.897733,0.0527893,-451.6,-109.704,431.422,
640,581910,0.596228,-0.43976,0.671657,264.198,14.3777,451.6,
641,0.0934682,-0.210082,0.883758,0.418135,-235.755,451.6,-239.583,
645,0.107975,-0.825579,-0.52329,0.211158,-451.6,-313.302,-420.552,
647,0.0386873,-0.648077,-0.761444,0.0141075,359.833,-451.6,-120.031,
648,736.346,0.103716,0.986687,-0.125265,-63.9227,451.6,-55.4505,
653,5.29311e+06,0.086578,0.0896963,-0.992199,38.9533,42.884,-451.6,
655,0.00804596,-0.564087,0.665352,0.48899,178.155,451.6,87.2794,
658,6.31139e+06,-0.561872,-0.827162,-0.0101744,-401.071,-451.6,-71.8726,
660,6.99507e+06,0.829161,-0.412298,-0.377495,451.6,-222.314,38.6512,
663,3.78551e+06,0.693166,-0.716981,-0.0738925,451.6,-9.98989,-208.194,
664,0.0385224,-0.217436,-0.339773,0.915028,-73.4085,-212.646,451.6,
666,0.614065,-0.596594,0.305704,0.742038,-175.102,-46.0192,451.6,
667,0.0422521,-0.117895,-0.966067,0.229816,-80.4784,-451.6,398.807,
668,11346.3,0.578497,0.22769,-0.783262,176.525,-257.729,-451.6,
670,470558,0.823022,-0.264055,-0.502902,451.6,39.7384,244.788,
672,9.43921e+06,0.934737,-0.115949,0.33589,451.6,-53.9525,162.767,
673,0.0682249,-0.824619,-0.235467,0.514352,-451.6,131.467,-33.023,
674,215296,0.120878,-0.670466,0.732027,368.858,-451.6,-362.588,
676,3.57207e+06,0.649766,-0.513199,0.560742,451.6,-62.1601,63.4261,
677,0.333972,0.790982,-0.110992,-0.601688,35.4446,-32.2357,-451.6,
682,0.0391033,-0.393084,0.896549,0.204166,-451.6,-90.812,328.937,
686,422034,-0.79513,-0.603758,0.0569597,-451.6,-403.39,-400.791,
688,0.48909,0.438786,0.31983,-0.839748,139.582,-369.378,-451.6,
692,4.81067e+06,0.0191736,0.993721,0.110227,8.31552,451.6,52.9115,
695,1.43904e+06,-0.0988383,0.348535,-0.93207,300.345,320.425,-451.6,
696,71837.8,-0.267631,0.961827,-0.0571122,-451.6,116.03,142.001,
702,7.13376e+06,0.179608,0.90207,-0.392442,107.022,451.6,-83.2391,
706,3.63383e+06,0.0673637,-0.604291,-0.793911,23.3169,-264.762,-451.6,
708,6.30207e+06,0.168481,-0.875093,-0.453681,86.2132,-451.6,-232.073,
710,8.69293e+06,0.760885,0.538266,-0.362386,451.6,82.6251,-66.463,
714,1.82057e+06,-0.584388,0.563427,0.583987,-179.392,451.6,106.647,
715,181065,-0.153457,-0.628735,0.762328,124.974,-97.3221,451.6,
716,8.86047e+06,-0.0625665,0.658635,0.749857,0.349883,245.165,451.6,
717,6.58375e+06,0.449193,-0.413087,-0.792202,253.002,-233.567,-451.6,
722,0.0330232,-0.4689,-0.19672,-0.861065,-100.973,115.563,-451.6,
724,5.82193e+06,0.832859,0.160286,0.529768,451.6,85.5022,288.678,
725,4.26623e+06,0.832953,0.0710878,0.548759,-385.086,379.44,451.6,
727,8.55513e+06,-0.931575,0.352526,0.0888461,-451.6,170.543,42.4825,
729,5.17566e+06,0.0545022,0.206811,-0.976862,25.2038,95.0932,-451.6,
730,4.9957e+06,0.927131,-0.210854,-0.309789,451.6,-102.125,-152.845,
732,35629.4,0.56608,-0.292848,-0.77058,304.332,-451.6,122.74,
733,0.0439416,0.493546,0.657914,0.568825,-247.207,338.634,451.6,
734,6.22374e+06,-0.0108056,0.0763023,-0.997026,-63.6929,1.67628,-451.6,
738,2.57538e+06,0.121928,0.501734,-0.856386,58.4636,-25.0668,-451.6,
739,0.148276,-0.845467,0.441709,-0.30013,-451.6,-59.3615,162.333,
745,2.10626e+06,0.0489614,-0.0854127,0.995142,247.29,-366.294,451.6,
746,4.86444e+06,-0.636372,-0.705133,0.312759,-410.695,-451.6,201.83,
751,5.08738e+06,0.014092,-0.462044,-0.886745,-249.406,-451.6,-300.592,
753,0.0257803,-0.55459,-0.469237,-0.687202,-102.619,240.116,-451.6,
754,2.04912e+06,0.198109,-0.782447,-0.590364,116.839,-451.6,-342.425,
756,0.0247142,0.538635,-0.48359,0.689937,-152.466,-174.904,451.6,
757,0.0142857,0.0398214,-0.74688,0.663765,-197.777,304.885,451.6,
758,0.0688883,0.822589,-0.560459,0.0960854,209.197,-451.6,298.627,
762,633411,-0.420228,0.748643,0.512779,-241.345,451.6,-220.626,
763,1.8815e+06,0.984376,0.0419856,0.171003,451.6,192.043,377.728,
765,3.11769e+06,-0.635863,0.119205,-0.76254,60.3677,-12.8278,-451.6,
768,999847,0.518696,0.781353,-0.347047,317.641,-102.317,-451.6,
771,0.0189568,0.494142,-0.859817,-0.128604,159.745,-451.6,170.064,
778,0.0765763,0.833932,0.546514,0.0766776,451.6,253.377,-205.647,
784,0.0459206,-0.100645,-0.395355,0.912998,106.163,297.895,451.6,
785,0.049056,0.565394,0.180433,-0.804844,-240.351,323.586,-451.6,
787,0.0726685,-0.308268,0.55031,-0.77597,59.9948,451.6,89.0469,
789,7.70667e+06,0.376788,-0.678802,0.630285,248.603,-451.6,419.042,
791,830875,0.879261,-0.16074,-0.4484,451.6,235.87,55.3872,
