Evento,KE,px,py,pz,x,y,z
891,78.9762,0.456642,-0.174451,0.872379,-115.796,-553.2,-199.247,
918,0.0253536,0.0653684,-0.928807,0.364754,-3.83856,-553.2,-389.021,
953,1.26807e+06,0.525873,-0.189538,-0.829176,282.312,-119.348,-553.2,
982,0.0330632,-0.682084,-0.444421,0.580733,-216.125,178.184,553.2,
985,0.0240963,0.746461,-0.486011,-0.454521,-78.857,-553.2,-122.986,
1004,5.46781e+06,-0.881745,0.410356,0.232668,-553.2,255.713,146.574,
1005,4.56308e+06,-0.954737,0.260467,0.143647,-553.2,-155.579,-73.2421,
1010,569078,-0.611077,-0.641352,0.463953,-379.402,-553.2,88.5234,
1012,0.0500568,-0.667001,-0.691879,-0.276428,-57.6536,97.1946,-553.2,
1027,2.19155e+06,0.789667,0.606493,-0.0926981,553.2,228.557,61.9304,
1028,0.100269,-0.298443,0.756987,0.581294,-172.754,553.2,-388.732,
1045,0.061585,0.717136,0.395873,0.573585,553.2,102.404,-127.424,
1064,0.0172923,0.636833,-0.620626,-0.457457,553.2,260.847,55.5104,
1065,0.0171626,0.824744,-0.549247,-0.13463,8.33538,-553.2,126.728,
1089,4.20573e+06,-0.432096,-0.0528902,-0.900275,-63.0258,250.374,-553.2,
1094,0.020579,0.417945,0.162677,0.893789,248.041,-60.1489,553.2,
1095,136751,-0.883836,-0.173917,-0.434267,-426.932,63.1373,-553.2,
1101,1158.18,0.227531,0.934626,-0.273321,-347.104,122.403,-553.2,
1102,0.1224,-0.411172,0.416304,0.810943,492.451,553.2,-259.44,
1124,6.51937e+06,0.914403,0.0195183,-0.404334,553.2,166.993,-195.796,
1138,0.0263568,-0.512946,0.666376,-0.541138,-269.539,553.2,-423.942,
1163,128697,-0.313009,-0.913728,0.259088,251.114,-553.2,-39.2884,
1186,4.80502e+06,-0.289095,-0.777886,0.557958,-158.171,-553.2,99.6189,
1195,0.0370978,0.370554,0.826216,0.424331,480.836,553.2,-453.152,
1201,16505.6,-0.486374,0.434126,-0.758271,-553.2,-106.798,-271.513,
1220,5.88361e+06,-0.701701,0.662513,0.262092,-553.2,521.693,208.26,
1230,599715,0.253473,0.964835,0.069598,130.15,553.2,272.555,
1240,0.027737,-0.0773059,0.992352,-0.0962392,27.7882,553.2,410.704,
1243,3.36937e+06,-0.641247,-0.398594,0.655687,125.917,-553.2,374.92,
1291,0.10484,-0.912818,0.135018,-0.3854,-553.2,-146.894,-139.498,
1303,229955,0.0547956,0.783962,-0.618386,-59.0586,553.2,282.467,
1328,8.00015e+06,0.623155,-0.029943,-0.781525,442.985,-20.8218,-553.2,
1337,5.48056e+06,0.0843811,-0.97689,-0.196382,46.5568,-553.2,-113.756,
1382,0.0719103,0.768759,-0.379489,0.514779,553.2,-380.864,-295.285,
1401,0.0945669,0.87258,-0.228783,0.431582,-199.872,84.878,553.2,
1403,62426.9,-0.710436,0.386231,0.588309,-553.2,119.655,44.4434,
1408,39.4187,-0.102117,-0.0321457,-0.994253,-138.223,67.4865,-553.2,
1412,0.0982706,-0.308797,-0.946303,0.0956776,-37.0239,-553.2,26.017,
1420,0.00798718,-0.386571,0.144406,-0.910884,-553.2,-431.463,349.766,
1421,0.0384156,0.320768,-0.927207,0.193376,-183.353,-553.2,-512.683,
1422,0.0901023,0.701419,-0.129157,-0.700949,553.2,143.928,-63.7275,
1427,2.29754e+06,0.673416,-0.605514,0.424104,87.041,-110.833,553.2,
1434,3.20614e+06,0.799563,0.573164,-0.179394,4.96294,553.2,-205.729,
1462,0.12495,-0.542328,0.758179,0.362001,-553.2,115.646,149.039,
1467,0.0370384,0.43218,-0.416977,-0.799594,-301.379,-233.747,-553.2,
1469,0.0558167,0.925437,-0.0893462,-0.368216,553.2,-301.71,-270.033,
1484,1.53507e+06,0.0909425,0.787043,-0.610158,-267.215,553.2,-50.1591,
1494,0.0302805,0.922252,-0.382507,0.0560337,553.2,-401.4,-117.74,
1499,1.17475e+06,-0.255698,0.305066,0.917362,-300.234,203.997,553.2,
1508,209817,0.301581,-0.953047,-0.0273879,-97.8293,-553.2,-131.163,
1527,3.11546e+06,-0.840073,0.279222,0.465093,-553.2,-78.1457,418.881,
1528,2.77103e+06,0.245585,-0.43718,0.865195,-10.1682,-553.2,432.845,
1556,1.97255e+06,0.183146,-0.0450135,0.982055,82.7768,515.984,553.2,
1557,0.0690924,-0.667043,-0.49868,-0.553509,-553.2,157.887,124.259,
1588,703404,0.623535,-0.557571,-0.548014,-3.94627,-553.2,243.183,
1591,0.0353466,-0.38448,0.852316,0.354587,383.765,265.169,553.2,
1597,5.27979e+06,-0.898965,0.434472,-0.0556452,-553.2,363.38,-56.205,
1615,0.110006,0.427386,-0.405177,0.808191,553.2,-321.68,86.5874,
1631,6.70093e+06,-0.233651,0.971743,-0.0335038,-132.441,553.2,-19.5902,
1673,2.75082e+06,0.323658,0.228145,0.918257,33.1579,-64.631,553.2,
1677,2.97892e+06,-0.571084,0.487849,0.660201,-23.1747,553.2,16.1168,
1698,1.08093e+06,-0.955585,0.0927805,-0.279729,-553.2,-397.55,113.142,
1709,0.0131179,0.611743,0.772579,0.169975,553.2,237.524,323.787,
1710,1.62336e+06,-0.0838815,-0.423602,0.901956,60.1163,-212.899,553.2,
1711,0.0442449,0.751311,0.412103,0.515463,-26.9767,553.2,530.76,
1712,130516,0.366588,0.820666,0.438316,386.892,-97.2567,553.2,
1726,5.73961e+06,0.0673019,0.429308,0.900647,-211.799,209.685,553.2,
1735,0.0433733,0.632336,0.772725,0.0552013,-134.239,553.2,-141.305,
1736,2.54871e+06,0.998375,-0.0480579,-0.0306249,553.2,-318.347,175.759,
1739,0.0851683,0.482257,-0.226595,0.846217,-288.315,-30.3274,553.2,
1747,0.948472,0.5248,-0.444956,-0.725672,553.2,80.9413,246.545,
1787,0.0819917,0.127363,-0.853747,-0.504872,142.851,-553.2,104.936,
1801,1.76783e+06,0.599914,-0.789395,0.130225,66.4443,-553.2,217.689,
1810,5.51968e+06,-0.00802175,-0.910303,0.413865,-95.1898,-553.2,126.256,
1835,3.11821e+06,-0.860134,-0.151922,0.486918,-553.2,-99.2342,312.899,
1852,0.0146426,0.935906,-0.264082,-0.233112,553.2,-22.775,39.6042,
1855,1.3409e+06,-0.578135,-0.576432,-0.577482,-290.595,-553.2,292.091,
1856,191.902,-0.664828,0.738483,-0.112455,-553.2,60.851,171.006,
1858,4.63973e+06,-0.923137,0.383506,0.0272423,-553.2,231.999,14.3418,
1862,0.0195759,-0.918078,-0.0686037,0.390417,-553.2,-137.696,17.9787,
1869,0.0211143,0.57425,-0.625105,0.528659,553.2,432.934,-11.3359,
1874,0.0259207,-0.694359,0.699439,0.169265,-553.2,499.985,-9.98254,
1887,558107,-0.0536647,-0.663968,0.745833,461.349,203.624,553.2,
1890,0.0963649,0.349999,0.310361,0.883842,203.717,25.1878,553.2,
1895,3.95689e+06,-0.877831,0.165656,0.449411,-553.2,-23.4536,278.847,
1912,0.0571227,-0.729424,-0.312053,-0.60874,-57.2166,-553.2,30.5982,
1918,23229.3,0.546724,0.727622,-0.414318,174.456,-51.7187,-553.2,
1919,1.69915e+06,-0.431782,-0.0757538,0.898791,-460.285,-360.645,553.2,
1931,4.46738e+06,0.827289,-0.161091,0.538185,553.2,25.281,181.726,
1936,1.703e+06,0.861611,0.464525,-0.204555,10.087,553.2,280.395,
1974,456892,-0.811878,0.239161,0.532594,-553.2,-86.7464,235.322,
1988,0.0619266,0.42434,0.366172,0.828163,-24.4315,27.0212,553.2,
1992,673460,-0.698809,0.43276,0.569548,-553.2,103.241,338.058,
2006,7118.61,0.330796,0.731582,0.596122,553.2,-277.186,24.0076,
2008,2.74839e+06,-0.812442,-0.0998122,0.574435,-553.2,-202.592,-170.551,
2028,0.0316281,-0.98034,-0.188547,-0.0581714,-553.2,301.577,29.7967,
2033,5.0154e+06,0.0304344,-0.361702,0.931797,18.1166,-211.698,553.2,
2037,0.0232742,0.913346,-0.338967,-0.22561,-272.199,-553.2,384.635,
2057,913709,-0.438609,0.5799,0.686541,-248.962,-423.499,553.2,
2069,11443.4,0.857011,-0.29563,0.422061,458.257,216.163,553.2,
2075,0.0177746,-0.916255,-0.00764184,-0.400523,-199.162,95.9816,-553.2,
2081,5.25467e+06,0.182445,0.9653,0.18684,217.693,553.2,9.19447,
2092,1.80893e+06,0.00545473,0.737983,-0.674797,-127.833,553.2,264.278,
2102,2.85041e+06,-0.802188,0.224692,-0.55318,-553.2,-58.2408,-47.44,
2103,3.89657e+06,0.103877,0.279927,-0.954385,-33.4457,50.2445,-553.2,
2135,0.0222003,-0.267829,-0.0606146,-0.961558,-164.59,115.946,-553.2,
2141,0.0903141,-0.242447,0.412863,-0.877932,-553.2,-426.846,431.085,
2151,5.78931e+06,-0.259913,0.0511618,0.964276,-148.511,28.6364,553.2,
2153,2.00393e+06,0.833804,-0.208,-0.511377,211.374,512.104,-553.2,
2164,0.0145816,0.218019,-0.933066,-0.286103,402.233,-553.2,29.5966,
2171,0.0999843,0.302662,0.488012,-0.818682,10.6673,89.4697,-553.2,
2175,0.106337,0.660621,0.606261,-0.442749,30.2525,180.756,-553.2,
2206,0.105425,-0.617324,0.783631,0.0695287,-259.631,553.2,212.182,
2224,0.0531342,-0.731055,-0.634099,0.251947,-553.2,-173.466,-327.671,
2227,0.0188421,-0.73481,0.463993,-0.494737,-553.2,487.86,-414.166,
2242,43.4574,-0.350861,-0.0132914,-0.936333,426.386,450.587,-553.2,
2252,0.0509865,0.935481,0.338503,-0.10145,553.2,224.111,-50.7336,
2256,401683,-0.597089,-0.533504,0.599048,-553.2,333.207,-116.132,
2282,8.07606e+06,0.969545,0.172878,0.173478,553.2,-201.06,120.475,
2287,0.245004,-0.636361,0.0935804,0.765694,-166.507,-335.76,553.2,
2325,0.0430462,0.841831,0.377142,0.386115,553.2,72.3914,-240.916,
2345,1.66356e+06,0.391003,0.750697,0.532513,325.228,56.2131,553.2,
2363,366015,-0.751758,-0.615035,-0.23789,-88.8168,-553.2,-167.179,
2375,0.0426888,-0.399357,0.0223371,-0.916523,-38.3767,-231.92,-553.2,
2380,0.0358128,0.144257,-0.970944,0.190939,-195.724,-553.2,161.692,
2387,1.38414e+06,0.662509,0.722258,0.198555,210.525,553.2,-231.802,
2389,0.0652935,-0.197349,0.610879,-0.766734,-172.14,553.2,159.904,
2394,359695,-0.165513,-0.575522,-0.800862,111.467,94.7534,-553.2,
2403,0.0846935,-0.496926,0.180888,-0.848731,-553.2,197.759,-132.264,
2422,0.172912,-0.600296,-0.201549,0.773965,-553.2,103.804,-313.163,
2424,42729.6,-0.176816,0.370556,-0.911825,-253.495,553.2,-189.184,
2440,354830,0.873786,-0.184699,-0.449872,553.2,221.175,3.89707,
2443,0.059752,-0.240528,-0.969268,-0.0516321,-181.8,-553.2,-33.5434,
2447,0.0588624,0.876069,0.481332,0.0286696,553.2,301.128,-31.9057,
2453,588219,0.907421,0.407871,-0.101134,-317.716,553.2,95.2024,
2485,419377,-0.979462,0.158889,-0.124132,236.418,553.2,-516.328,
2488,0.06179,0.988853,-0.0134303,-0.14829,553.2,-93.359,30.6087,
2495,1.35217e+06,-0.124723,-0.389068,-0.912727,97.2546,-553.2,-378.932,
2499,5.48346e+06,0.340646,-0.865986,0.366099,132.414,-553.2,131.323,
2504,0.0762184,0.301651,0.510063,0.805507,123.933,553.2,131.891,
2510,61653.3,-0.133687,-0.967556,-0.214392,133.07,-553.2,-81.2509,
2526,1742.68,0.00673283,0.933656,0.358107,-133.916,553.2,-163.046,
2533,0.0924664,0.350779,-0.300392,0.886972,124.945,-115.838,553.2,
2563,7.5796e+06,-0.00699049,-0.41439,0.910073,-127.461,-298.344,553.2,
2567,0.019612,-0.289448,0.50679,-0.812025,-137.263,-410.338,-553.2,
2583,6.15333e+06,-0.680626,0.726721,-0.0928755,-516.422,553.2,-68.3271,
2588,454732,-0.413825,0.594624,-0.689326,-325.46,553.2,-505.092,
2595,0.0975211,0.743841,0.068251,-0.664862,553.2,-167.681,104.452,
2603,4.56636e+06,-0.703755,0.111347,-0.701662,-553.2,175.853,-298.492,
2611,4.84559e+06,0.133554,0.645698,-0.751822,-40.1529,305.679,-553.2,
2617,5.08996e+06,-0.195605,0.139293,0.97074,114.251,387.799,553.2,
2627,0.0799749,-0.346669,-0.385921,-0.854918,145.905,-285.936,-553.2,
2632,6.82067e+06,0.912116,-0.0843647,-0.401158,553.2,-51.9967,-244.151,
2637,0.0141824,-0.958004,0.217119,-0.187319,-25.406,125.462,-553.2,
2645,0.0336754,-0.345264,-0.0984293,0.93333,-547.099,286.908,553.2,
2646,4.77325e+06,0.793176,0.564931,0.227433,553.2,395.735,159.968,
2648,0.0178926,0.777746,0.042285,0.627155,-64.7272,553.2,157.058,
2659,4.08441e+06,0.261964,-0.964137,0.042611,113.585,-553.2,-326.416,
2677,0.0869968,-0.680753,0.0122951,-0.73241,-553.2,120.364,-305.936,
2687,213822,0.449041,0.651805,-0.611157,269.135,-168.223,-553.2,
2698,8.02964,-0.482487,0.423148,-0.766911,-234.425,553.2,-343.004,
2700,3.73036e+06,-0.49216,0.835205,0.24538,-215.893,553.2,125.053,
2703,3.03939e+06,-0.799616,0.273786,-0.534468,-553.2,-338.492,260.643,
2708,0.0571813,0.152861,-0.80774,-0.569376,358.289,-148.204,-553.2,
2723,0.0144728,-0.695339,0.688216,0.207034,-553.2,-141.066,96.9578,
2732,0.0349462,-0.950751,-0.256544,-0.173949,-553.2,157.729,-156.196,
2739,6.5955e+06,0.148533,-0.978997,0.139653,85.1069,-553.2,77.38,
2762,0.16411,0.00329627,0.850922,-0.525281,64.1667,553.2,418.607,
2767,2.5845e+06,0.584982,-0.583642,0.563168,250.56,246.771,553.2,
2783,5.9506e+06,-0.325267,-0.937725,0.121954,-191.221,-553.2,69.0606,
2798,145862,-0.675658,0.702695,0.222946,287.206,553.2,78.8249,
2802,0.0355337,0.135224,-0.981665,-0.134345,52.4312,-553.2,242.317,
2816,0.470654,-0.27702,-0.955832,0.098208,-36.3484,-553.2,293.861,
2836,154.697,0.921629,0.380163,-0.0779423,553.2,-212.774,-482.952,
2854,2.58404e+06,0.285651,-0.181788,0.940934,-181.843,-404.556,553.2,
2866,4.50907e+06,-0.59829,-0.796415,-0.0881576,-414.936,-553.2,-58.4182,
2873,0.0409216,-0.987208,0.145577,0.06502,-553.2,79.1934,-54.4364,
2879,0.0300771,-0.3159,-0.500301,0.806167,338.657,321.19,553.2,
2884,0.142759,-0.0611634,0.384224,0.921212,136.245,-77.8524,553.2,
2896,0.0163182,0.59825,-0.348711,-0.721455,-123.872,-341.881,-553.2,
2915,2.72772e+06,0.987681,0.0396607,0.151369,553.2,377.895,152.872,
2926,0.0211789,0.352661,0.804106,-0.478586,80.1437,553.2,-163.317,
2945,0.0344647,-0.33078,0.665473,0.669127,-553.2,155.232,-391.52,
2949,32460,0.168824,0.708996,0.684707,-183.265,-409.039,553.2,
2958,5.05317e+06,-0.157783,0.246563,0.956196,-553.2,225.853,122.848,
2966,0.0322474,0.0150592,-0.917741,-0.396893,203.883,-553.2,-101.044,
2968,6.40036e+06,0.362881,-0.354838,-0.861631,232.499,-226.145,-553.2,
2972,1.46448e+06,-0.0832462,0.061598,-0.994623,-167.296,-167.405,-553.2,
2977,0.0791654,-0.467032,-0.579327,-0.668028,-174.968,-553.2,-182.824,
3010,0.0256763,-0.767941,0.277115,-0.577472,-59.9406,224.127,-553.2,
3027,0.0201433,0.643167,-0.667591,0.375043,128.315,372.558,553.2,
3037,0.0277061,-0.544866,-0.000184939,0.838523,-130.449,-168.937,553.2,
3038,4.70429e+06,-0.938917,-0.0425877,0.341499,-553.2,-27.1592,199.215,
3039,6.46129e+06,0.690698,-0.088523,-0.717704,406.96,101.335,-553.2,
3044,0.118203,0.632307,-0.330898,-0.700496,553.2,-250.814,125.863,
3055,2.49502e+06,-0.583912,-0.63601,-0.504518,37.3136,-553.2,-144.794,
3056,0.0836079,-0.622067,0.649994,-0.43651,-553.2,145.184,227.821,
3067,0.0321709,-0.592885,0.356999,0.72183,-553.2,-285.877,313.63,
3088,2.00954e+06,-0.393564,0.0325746,0.91872,4.94442,112.172,553.2,
3102,1056.63,0.754585,0.547226,0.36214,117.987,553.2,205.777,
3127,0.0780077,0.717187,0.696597,0.0198773,553.2,203.71,-115.714,
3132,0.162393,-0.424193,-0.379243,0.822335,68.9455,-553.2,-48.1597,
3147,184.928,-0.153432,0.986046,0.0645898,-24.0183,553.2,154.229,
3165,0.0382537,0.374236,0.815542,0.441405,-239.346,553.2,-66.4716,
3169,0.0512732,0.160564,0.822416,-0.545758,-321.628,332.962,-553.2,
3172,1.88759e+06,0.26107,0.95221,-0.158551,-271.26,553.2,28.2952,
3185,4.40321e+06,0.255944,0.963369,-0.080075,148.019,553.2,-43.7748,
3227,2382.33,-0.773873,-0.631334,-0.0503659,-553.2,-240.811,235.343,
3247,3.85733e+06,-0.10143,-0.97497,0.197854,-145.893,-553.2,-11.5819,
3252,4.60377e+06,0.383504,-0.254853,-0.887679,412.265,-214.741,-553.2,
3256,0.0478611,-0.625152,-0.718505,0.304854,65.3614,-34.8367,553.2,
3274,609536,-0.992438,0.117106,0.0367847,-553.2,218.718,-398.016,
3289,5.83719e+06,-0.950375,-0.163452,-0.264708,-553.2,-267.632,-184.908,
3291,4.55649e+06,-0.518617,-0.853373,-0.0528226,-371.627,-553.2,74.1218,
3292,11684.7,-0.269845,0.547849,-0.791862,306.648,-437.126,-553.2,
3295,3.60776e+06,-0.224524,0.768446,-0.599232,-289.108,254.156,-553.2,
3298,71786.1,-0.910932,0.379459,0.161907,-553.2,272.967,-26.8805,
3309,4.80783e+06,-0.218977,0.629014,0.745916,-160.714,466.423,553.2,
3324,377.332,0.680849,0.705159,0.197978,-464.885,553.2,75.0198,
3382,0.0452912,-0.357157,-0.276119,-0.892299,-183.388,215.001,-553.2,
3383,0.014536,-0.450609,0.871447,0.193731,-30.2731,553.2,130.737,
3385,57607,-0.457497,0.610669,0.646359,-349.008,553.2,-160.183,
3386,0.00656655,-0.495363,-0.267716,0.826404,-553.2,-349.892,-127.015,
3398,870838,0.0506761,0.784589,0.617942,-44.4757,553.2,93.5324,
3413,2391.02,0.282708,-0.772719,0.568315,209.121,15.6545,553.2,
3418,0.0168053,-0.331371,-0.568543,-0.752962,-117.853,-553.2,126.048,
3424,5.04522e+06,-0.807325,-0.497001,-0.318145,-136.177,-553.2,-455.664,
3428,0.0492897,-0.339837,0.287621,0.895424,47.5221,59.2528,553.2,
3430,311169,0.935004,-0.125696,0.331613,315.944,19.0196,553.2,
3432,4.1702e+06,0.475814,-0.380042,-0.793202,332.128,-266.437,-553.2,
3440,6.69654e+06,0.0794539,-0.889831,-0.449319,51.6896,-553.2,-278.815,
3443,361215,0.858221,0.0774249,-0.507408,168.171,63.2933,-553.2,
3450,5.047e+06,0.108721,-0.159876,-0.981132,61.8647,-89.4514,-553.2,
3451,163311,0.0866193,0.471073,0.877831,-113.232,284.241,553.2,
3457,2.56637e+06,-0.462489,0.885289,-0.048652,88.2867,553.2,-81.2313,
3479,1.88239e+06,0.839337,-0.0941304,-0.535399,553.2,-109.056,-310.733,
3492,3.04289e+06,-0.29509,0.329607,0.896817,-105.234,119.615,553.2,
3519,93186.6,-0.00477829,0.975755,0.218814,-26.5313,553.2,21.0459,
3540,20.6499,0.928378,0.332277,0.166451,553.2,-82.9897,30.0003,
3544,0.0599144,-0.693962,-0.602645,0.394,-553.2,-185.838,515.423,
3555,3.14164e+06,0.986464,0.115823,-0.116077,553.2,-130.303,-414.743,
3557,2.7261e+06,0.189467,0.8181,0.542969,-403.23,316.593,553.2,
3573,3.61921,0.23073,-0.942731,0.240878,151.453,-553.2,-204.257,
3590,3.57408e+06,0.294997,0.307178,-0.904776,56.5371,44.9734,-553.2,
3600,6.23388e+06,-0.0337814,0.143617,-0.989057,-11.6411,-260.857,-553.2,
3604,5.69433e+06,-0.986526,0.149371,0.0667512,-553.2,82.2491,35.081,
3608,6.83509,0.570608,-0.595177,-0.565836,286.395,-553.2,252.373,
3624,0.132285,-0.433553,-0.0603985,0.899102,-33.831,-187.221,553.2,
3639,1489.31,-0.547803,-0.280909,0.788037,-58.1936,-553.2,340.397,
3640,9.19481,0.73523,-0.5862,0.340305,553.2,144.5,107.191,
3646,5.8071e+06,-0.092378,0.944793,0.314377,-53.2351,553.2,181.744,
3689,181396,0.113552,-0.720684,-0.683901,-167.742,-553.2,60.3074,
3691,0.027941,0.309461,0.355437,-0.881985,-101.646,-164.381,-553.2,
3692,5.45958e+06,0.120948,-0.0999775,0.987611,-353.882,42.0309,553.2,
3703,3.99152e+06,0.665454,0.570097,0.48183,-518.809,-298.76,553.2,
3705,0.075669,0.113513,0.319924,0.940619,-190.597,-42.7165,553.2,
