Evento,KE,px,py,pz,x,y,z
209,3858.96,0.132726,0.74822,0.650039,343.646,-34.3562,527.8,
212,856.806,0.251844,0.82801,0.500973,43.7394,527.8,169.994,
219,4.84706e+06,0.832107,-0.437755,-0.340542,527.8,91.7643,245.71,
224,3.38417e+06,-0.63966,-0.0613479,-0.766206,-527.8,162.036,-497.243,
236,0.093378,0.712365,0.554741,-0.429883,93.7095,102.587,-527.8,
249,9.92839,0.94247,-0.313395,0.116339,527.8,519.479,-199.098,
258,6.49472e+06,0.32026,-0.75555,-0.57147,-159.084,-292.83,-527.8,
265,82138.7,-0.522831,-0.737939,0.426724,427.828,-527.8,-55.6955,
281,0.0415893,-0.94135,0.192533,0.277111,-527.8,34.978,60.6453,
295,0.163172,0.337626,-0.908268,-0.247099,-27.8869,-527.8,-23.2449,
306,14.9431,0.309344,-0.291685,0.905111,-131.934,343.252,527.8,
311,223.419,0.0462626,0.186057,0.981449,-121.016,-117.155,527.8,
315,0.0248247,0.217429,0.861135,0.459533,-460.518,527.8,-277.531,
322,873628,0.922062,0.0906479,0.376278,527.8,-338.263,75.1286,
323,4.44285e+06,-0.591742,0.478416,-0.648815,-117.188,77.6466,-527.8,
324,0.0100704,-0.918727,-0.0128985,-0.394682,-54.5492,46.9455,-527.8,
333,0.0861568,0.203097,0.13522,0.969777,38.7936,186.948,527.8,
346,80.4269,-0.754575,-0.52193,-0.397752,-88.6758,353.646,-527.8,
348,4.65736e+06,0.257244,-0.525143,-0.811203,53.6907,-509.228,-527.8,
351,62926.7,0.707722,-0.303918,-0.63778,112.637,-527.8,-72.9606,
362,0.0571589,-0.917876,-0.24565,-0.311705,-527.8,49.7956,-71.7658,
363,5.4012,-0.727399,-0.628263,-0.276001,-412.698,-194.056,-527.8,
364,4.45603e+06,0.198604,-0.408941,-0.890687,-332.307,-115.479,-527.8,
369,2.16247e+06,-0.925533,-0.0210647,0.37808,-527.8,-11.4592,152.487,
372,438037,-0.194227,-0.862857,0.46664,296.438,107.655,527.8,
375,4.30517e+06,-0.0514765,-0.267171,-0.962273,-64.5051,43.9465,-527.8,
380,0.0107428,0.490205,0.393627,-0.777661,423.225,5.65509,-527.8,
395,1.26813,-0.296617,0.181339,0.937622,144.432,-17.4776,527.8,
399,0.0653979,0.762055,0.626815,0.162407,13.263,100.552,527.8,
406,4.32082e+06,0.0316401,-0.0442968,-0.998517,43.1746,-72.0296,-527.8,
415,0.0703998,-0.783953,0.498262,0.370341,-527.8,-136.209,-6.15641,
449,0.0297467,0.946834,-0.0875398,0.309583,527.8,248.385,-55.2561,
467,1.86339e+06,-0.62107,0.758822,-0.196117,99.2495,527.8,-96.4724,
471,0.0399538,0.788908,0.543057,-0.287598,527.8,87.8405,-5.27112,
476,5.11339e+06,0.137982,-0.391534,0.90976,451.813,194.725,527.8,
495,0.120581,0.916262,-0.115277,-0.383634,527.8,233.668,53.4948,
498,0.0221515,0.427095,0.497838,0.754816,86.3468,527.8,-103.833,
505,0.063287,-0.91698,0.109459,-0.383623,-527.8,-39.1166,188.422,
508,0.0489262,-0.42731,0.739468,0.520186,-42.6085,-76.1888,527.8,
509,0.0403409,-0.246052,0.630925,0.735794,-527.8,17.0747,-247.876,
517,0.0397521,0.904107,0.037778,-0.425633,-254.104,-189.68,-527.8,
533,1.3677e+06,-0.941696,-0.0440046,0.333576,-527.8,-50.5888,84.7695,
543,4.45802e+06,0.99131,-0.0987768,-0.0868803,527.8,451.164,39.9411,
544,0.0799164,0.0774244,-0.413471,-0.907219,-271.203,281.206,-527.8,
554,1.11495e+06,-0.280946,-0.869987,0.405207,-278.641,-527.8,8.97104,
558,2.25792e+06,-0.839252,0.36246,-0.405313,-527.8,-32.3167,-363.373,
561,107525,-0.533224,0.671711,-0.514274,-527.8,-442.808,11.1076,
567,0.0229885,0.364742,-0.34598,0.864443,527.8,177.169,167.953,
571,0.0930088,-0.200316,0.242521,-0.94924,373.043,238.632,-527.8,
584,10.8757,0.265571,0.150843,0.952218,-105.089,-484.378,527.8,
609,0.075306,0.883505,0.114864,0.454121,527.8,-213.396,-125.689,
616,1.93731e+06,-0.964646,-0.241983,-0.104411,-527.8,31.6918,-209.834,
622,6.33029e+06,-0.77562,-0.605185,0.179345,-527.8,-267.395,43.1306,
623,0.0225078,-0.934699,0.276521,-0.223327,-527.8,152.125,-72.0858,
625,246923,0.0469091,0.995319,-0.0844907,174.606,527.8,-330.058,
631,0.0761031,0.297997,0.0840731,-0.950857,-291.456,65.347,-527.8,
643,0.0994921,-0.631184,0.733989,-0.250731,-527.8,-300.419,-160.488,
656,4.30383e+06,0.753306,0.231928,-0.615418,239.052,-317.797,-527.8,
665,3.97976e+06,0.342249,-0.0133808,0.939514,234.029,213.651,527.8,
667,0.0693805,0.769768,-0.636923,-0.0422567,527.8,191.658,23.7524,
674,2.25684e+06,0.74895,0.662362,0.0187164,527.8,-8.52206,446.993,
681,761.404,-0.116308,-0.73088,-0.672523,463.781,195.581,-527.8,
686,396.802,0.0159837,0.491768,-0.87058,-393.779,378.688,-527.8,
695,103379,-0.451247,0.419594,-0.787602,-78.2404,-135.427,-527.8,
702,0.050727,0.805376,0.0664069,0.589033,527.8,504.917,-336.06,
715,4.5606e+06,-0.0443809,0.483151,0.874412,337.365,5.47207,527.8,
719,865206,0.641298,0.216957,0.73598,168.169,-86.9004,527.8,
745,0.0585767,0.0818566,0.352832,-0.932099,-180.169,527.8,-476.164,
754,0.0316359,-0.520054,-0.628188,-0.578726,-203.603,-527.8,398.506,
758,2.90091e+06,0.788291,-0.284054,-0.545812,527.8,-98.3914,439.9,
773,610779,-0.188152,-0.25056,-0.949641,163.36,-203.219,-527.8,
776,26371.5,0.48877,0.613654,0.620107,188.603,527.8,34.9211,
783,102.413,-0.87123,-0.380198,0.310496,-527.8,280.183,-182.827,
789,4.12525e+06,0.395804,-0.742875,-0.539885,-394.461,-527.8,-20.9061,
804,7.95969e+06,0.677026,-0.207222,0.706183,527.8,-447.151,284.436,
814,9866.97,-0.221238,0.0449088,-0.974185,177.739,-418.951,-527.8,
819,0.225293,0.932935,-0.162266,-0.321407,527.8,40.2307,142.683,
820,0.142352,0.201588,0.434147,0.877997,178.393,183.572,527.8,
822,2.72978e+06,-0.987189,0.137323,0.0812412,-527.8,-436.507,344.924,
825,0.0183347,-0.619799,-0.150133,0.770265,-527.8,-259.767,77.143,
831,0.0288671,0.433639,-0.808691,-0.397462,-291.367,-527.8,-183.251,
840,3.24837e+06,0.50674,0.67975,0.53024,527.8,-238.98,-87.831,
855,0.0985085,-0.580752,-0.0852631,-0.809603,219.443,-71.0408,-527.8,
858,85656.2,0.237019,-0.135664,0.961986,27.3521,-13.0216,527.8,
860,0.0753607,-0.478377,-0.720411,0.502158,-146.992,-30.3926,527.8,
867,0.0716622,-0.118367,0.689218,-0.71482,-527.8,1.65241,282.405,
876,465322,0.97668,-0.116583,0.180293,527.8,-450.57,-240.766,
879,207323,0.833883,0.168164,-0.525699,527.8,-414.889,254.315,
892,0.0208295,0.240916,0.967802,-0.0729316,165.64,527.8,-322.522,
893,0.0519647,-0.358166,0.202059,-0.911531,-100.944,60.2511,-527.8,
903,2.85769e+06,0.47243,0.817733,0.328821,306.266,527.8,211.553,
906,3.21004e+06,0.667852,0.497896,0.553238,430.877,527.8,83.4708,
909,0.0517962,-0.429279,0.62775,-0.649345,85.3245,69.9744,-527.8,
914,4.9206e+06,-0.437926,0.891912,0.112753,-258.341,527.8,64.237,
921,203335,-0.52537,-0.435092,-0.731219,288.7,-527.8,189.696,
930,15512,-0.278104,-0.583282,0.763178,-508.684,-527.8,303.167,
941,0.0167004,-0.866384,-0.138995,-0.479645,-42.6397,-527.8,262.312,
945,2.37779e+06,-0.827802,-0.551739,-0.101625,-527.8,-206.83,495.899,
953,0.0894078,-0.84327,-0.48193,-0.237992,-41.5568,-527.8,-26.2236,
962,5.91959e+06,-0.616535,-0.723761,-0.309928,-450.006,-527.8,-226.891,
969,0.036432,0.185851,-0.0055216,-0.982562,-56.4034,-51.9402,-527.8,
984,66981,-0.334146,0.893287,0.300639,-145.992,527.8,-156.137,
986,0.126677,-0.635078,0.334541,0.696246,-89.4741,-164.368,527.8,
991,8.2261e+06,-0.192493,0.961128,-0.197937,77.6636,527.8,-126.426,
1001,627294,-0.183348,0.809419,0.557875,270.842,527.8,-3.70064,
1011,3.32984e+06,0.337484,0.189775,0.922003,216.062,80.0009,527.8,
1029,4.48739e+06,-0.188132,0.715813,0.672472,12.711,527.8,269.544,
1031,7.24211e+06,-0.109491,0.686326,0.719005,-79.6276,505.051,527.8,
1039,9.33193,-0.130212,-0.473935,-0.870879,245.566,322.799,-527.8,
1044,7.11042e+06,-0.612263,0.0940513,-0.78504,-412.55,66.0136,-527.8,
1049,26311.3,-0.826406,-0.429843,0.363716,-333.575,-527.8,-107.629,
1056,565022,-0.0271441,0.711413,0.70225,180.309,527.8,38.4185,
1059,4.31565e+06,0.977379,0.0459777,-0.206435,527.8,69.2282,-184.186,
1061,0.0370979,-0.596001,0.319915,-0.736503,-527.8,28.4131,-227.04,
1066,58.8699,0.133037,-0.436113,-0.890004,-332.157,4.24461,-527.8,
1067,6.17732e+06,-0.345313,-0.460994,-0.817462,-124.544,-527.8,-363.776,
1070,881779,-0.167128,0.48844,0.856443,-220.405,527.8,125.727,
1078,1.34297e+06,-0.71758,0.680744,-0.147196,-527.8,157.064,-233.225,
1080,0.0625129,0.912713,-0.402549,0.0700722,527.8,-412.974,-31.7457,
1081,0.0749271,0.00649644,-0.499214,0.866454,-97.4961,286.439,527.8,
1086,5.39109e+06,-0.812188,-0.497896,-0.304055,-527.8,-321.525,-196.728,
1097,2.93396,-0.513511,-0.427549,0.743981,107.387,-527.8,375.107,
1125,2.63214e+06,0.300023,0.725527,-0.619352,96.877,210.471,-527.8,
1134,0.0682296,-0.713522,0.492495,0.498333,6.02337,64.0819,527.8,
1152,0.0446877,0.525173,-0.306967,0.793704,175.653,-527.8,-173.272,
1157,996147,-0.864509,-0.144325,-0.481451,-527.8,-115.517,-191.051,
1159,4.90022e+06,0.912931,-0.204983,-0.352902,527.8,-116.394,-204.893,
1162,30.3702,0.675377,0.144557,0.723166,315.717,231.362,527.8,
1170,402232,0.124055,0.991441,-0.0406759,92.4013,527.8,26.3617,
1171,0.106138,0.323588,-0.84599,-0.423783,527.8,-314.225,113.504,
1179,5.88655,0.243094,-0.855436,0.457312,33.651,-527.8,83.333,
1184,0.0681642,0.743484,0.593661,0.307895,527.8,11.4399,158.789,
1185,0.0486308,0.440995,-0.895143,-0.0651297,-231.031,-527.8,185.731,
1187,0.143375,0.590689,0.766194,0.253047,527.8,-48.575,-18.9213,
1191,0.0441039,0.127794,-0.979292,0.157022,152.918,-527.8,462.021,
1194,0.0344384,-0.220489,-0.870906,0.439212,-492.961,-527.8,-53.8537,
1200,0.224517,-0.405883,-0.392487,-0.825356,-527.8,-191.47,117.086,
1201,0.151361,0.664899,0.694792,-0.274178,527.8,28.6689,7.38425,
1202,5.66881e+06,-0.355637,-0.883136,0.30593,-527.8,-505.135,308.075,
1203,7.1894e+06,0.20753,0.965925,0.154661,112.199,527.8,86.3478,
1207,433862,0.59257,-0.579454,-0.559548,187.659,-72.4659,-527.8,
1216,8.85081e+06,-0.294829,-0.917785,0.265981,-171.351,-527.8,153.267,
1223,5.0582e+06,-0.89071,-0.44916,-0.0699389,-527.8,-164.271,179.958,
1228,37885.6,0.298786,-0.73611,0.607346,174.349,-527.8,52.24,
1242,747502,0.343427,-0.938752,-0.0283326,-101.979,-527.8,-226.007,
1254,1.60627e+06,0.933016,-0.305085,0.190796,527.8,-2.5577,144.11,
1258,0.0956637,0.259843,0.841185,0.474225,275.784,527.8,-120.757,
1260,0.0295624,0.024692,-0.981264,0.19108,-123.375,-527.8,251.987,
1266,0.0233631,-0.687259,-0.721888,0.0809539,-289.668,-527.8,-461.612,
1272,28931.4,0.81239,-0.217738,0.540937,-173.208,-527.8,-117.996,
1303,0.078008,0.921372,-0.107329,0.373569,527.8,443.574,115.038,
1306,2.02253e+06,0.531777,0.73249,-0.425056,406.107,527.8,-175.329,
1330,1.73246e+06,0.994947,0.0612722,-0.0795352,527.8,224.529,-408.293,
1349,2044.71,0.3654,-0.836468,0.408417,527.8,-171.21,184.082,
1352,1.89291e+06,-0.343724,0.929742,-0.132033,9.27575,527.8,155.386,
1360,0.0287837,-0.666863,-0.331702,-0.667284,-527.8,-153.594,252.888,
1363,555065,-0.656471,0.670806,-0.345058,255.082,527.8,-157.05,
1367,83231.2,-0.838326,-0.446931,-0.312188,-527.8,-336.037,-156.088,
1371,0.130362,-0.0779823,0.178252,0.98089,-183.523,32.8444,527.8,
1372,0.0712436,0.0891978,-0.315595,-0.944692,-9.66338,190.419,-527.8,
1379,4.4316e+06,0.725423,-0.427701,0.539289,396.63,-139.292,527.8,
1392,4.41818e+06,0.0305377,0.897935,0.439068,-197.723,527.8,431.971,
1401,0.00340992,-0.967708,0.0765305,-0.240174,-527.8,-25.3257,159.803,
1413,0.0282058,0.756772,0.635805,-0.151816,527.8,35.563,3.09722,
1422,0.0535505,0.68421,-0.618976,0.385649,527.8,-107.102,333.431,
1427,5.56391e+06,0.14915,-0.898027,-0.413886,85.1345,-527.8,-243.203,
1445,0.0448553,-0.209294,0.929142,0.304782,441.613,527.8,-112.105,
1447,4.52534e+06,0.0736515,-0.05632,-0.995692,-30.8791,130.318,-527.8,
1449,0.09543,0.983783,-0.0642263,0.167472,527.8,-451.086,-431.606,
1451,0.0468808,0.85636,0.401755,-0.324408,233.533,527.8,-376.473,
1466,1.43256e+06,-0.202544,-0.0598761,0.977441,-125.811,214.778,527.8,
1469,186134,0.61101,-0.365701,0.702089,325.718,-527.8,59.6815,
1471,0.0463361,-0.814003,0.0586943,-0.577888,71.8685,204.28,-527.8,
1481,8.36987e+06,-0.0158432,0.944046,-0.329434,-7.47963,527.8,-185.863,
1487,0.0270222,-0.986551,0.163138,0.0101732,-527.8,-60.8534,-40.6256,
1488,343952,-0.613898,0.724684,-0.31299,-527.8,148.058,-158.048,
1498,0.0917024,0.86229,-0.453858,-0.224653,-93.1028,-527.8,-77.6068,
1503,7.38708e+06,0.603008,0.119776,0.788692,404.355,79.6166,527.8,
1507,6.11305e+06,0.0703913,0.123547,0.989839,-232.571,56.464,527.8,
1509,6.65875e+06,0.30076,0.91594,0.265703,-370.126,527.8,429.599,
1518,0.0436708,0.667231,0.733413,0.130033,527.8,86.1102,-176.768,
1527,0.0523539,0.112145,0.989396,-0.0923017,290.627,527.8,-387.984,
1532,6.11346e+06,0.852747,0.198897,0.482973,527.8,124.162,299.422,
1542,1.87827e+06,0.180197,-0.759887,0.62458,-63.9159,-527.8,-33.977,
1551,0.0484657,0.168778,-0.952319,0.254171,-189.865,-527.8,-201.317,
1572,2.97427e+06,-0.36223,-0.754386,0.547441,-335.579,-444.242,527.8,
1578,9.4396e+06,0.746986,-0.51136,-0.42488,524.436,-527.8,-335.851,
1580,1.85489e+06,-0.898911,0.245469,0.362912,65.4891,-264.749,527.8,
1588,1.00048e+06,0.500098,-0.471308,-0.726478,-46.5165,-81.4421,-527.8,
1617,0.0694768,-0.678335,-0.702659,-0.214783,-179.676,-527.8,140.314,
1620,0.00930379,0.058376,0.080852,0.995015,-20.581,-170.177,527.8,
1626,3.70728e+06,0.0764195,0.563737,0.822412,-154.259,-273.494,527.8,
1629,5.4757e+06,-0.382632,0.242408,-0.891533,-226.062,143.454,-527.8,
1638,4.70099e+06,-0.954566,-0.290268,0.0674401,-527.8,-159.922,-114.618,
1641,0.0144883,0.964549,0.09513,0.246162,191.951,7.14361,527.8,
1644,0.0666921,0.795402,-0.520006,-0.311335,527.8,-344.454,-218.366,
1649,3.27871e+06,-0.521593,-0.849072,0.0837698,-527.8,-230.24,343.651,
1657,0.44258,-0.654347,0.236188,-0.718363,-210.251,-95.2695,-527.8,
1664,4.40928e+06,-0.739259,-0.635484,-0.222838,-527.8,-174.642,-21.0127,
1665,5.82763e+06,0.25021,-0.407435,-0.878289,152.651,-246.771,-527.8,
1666,2.47199e+06,0.614707,-0.68001,0.399653,527.8,-515.773,390.735,
1669,0.053401,0.274443,-0.418765,-0.865631,-174.614,-363.74,-527.8,
1678,0.049111,0.654502,-0.751326,0.0844788,527.8,243.264,176.269,
1684,0.0481218,-0.703436,0.423149,0.571071,363.978,403.774,527.8,
1688,3.99008e+06,0.902436,0.142248,-0.406663,461.184,164.298,-527.8,
1689,0.0471953,0.240298,-0.0983928,-0.9657,78.6195,-126.887,-527.8,
1690,6.06644e+06,-0.988852,0.141373,-0.0467533,-527.8,-126.663,4.45447,
1698,0.0706799,-0.799503,-0.141848,0.583673,338.025,-137.227,527.8,
1703,21647.8,0.453618,-0.240453,0.858145,86.748,-343.738,527.8,
1706,495388,-0.292117,0.954524,-0.0596008,-527.8,-62.0424,-14.812,
1707,6.12781,-0.625555,-0.505084,0.594618,-527.8,-124.13,27.4793,
1715,0.0110219,-0.533601,0.677139,0.506708,-527.8,-194.802,323.532,
1728,1.35042e+06,-0.121913,-0.9807,-0.152857,50.1656,-527.8,-156.451,
1740,0.0415657,0.138844,0.633175,-0.761454,379.352,82.481,-527.8,
1750,0.0597909,0.25275,0.641062,0.724677,-240.75,527.8,-123.283,
1755,1.12304e+06,0.976752,0.0856785,0.196504,527.8,10.8526,-145.69,
1766,5.31066e+06,-0.98342,-0.181224,0.00651814,-527.8,-96.7041,1.59272,
1775,4.38219e+06,-0.413937,-0.888048,0.200065,129.245,-527.8,-364.205,
1782,3.46512e+06,0.458652,0.848289,0.264659,527.8,287.494,106.736,
1785,4.25659e+06,-0.526874,-0.209742,0.823657,391.885,-299.504,527.8,
1792,0.110274,-0.706126,-0.581192,-0.404477,-527.8,69.8255,-227.934,
1794,5.4939e+06,-0.142119,0.847668,0.511138,-85.8836,527.8,318.093,
1795,0.0146598,0.848539,-0.303157,0.433678,337.027,-121.112,527.8,
1798,0.1865,0.441511,-0.656639,0.611468,527.8,360.058,252.708,
1801,3.84355e+06,-0.288896,-0.951705,-0.103907,-438.407,-527.8,-79.0182,
1802,0.0932057,0.833293,-0.288235,0.471745,409.088,-320.685,527.8,
1806,0.0317657,-0.784219,0.249789,0.567985,202.366,-37.3958,527.8,
1811,0.00636567,-0.515226,-0.78135,-0.352183,104.608,-527.8,-233.126,
1821,5.35178e+06,0.383614,-0.128108,0.914565,222.863,92.4101,527.8,
1823,1.41028,0.23171,-0.909885,0.344121,-97.7953,-95.9511,527.8,
1833,0.0800792,0.832707,0.498242,-0.241566,-112.763,527.8,459.421,
1835,0.0414574,0.668695,-0.583347,-0.461035,417.369,-527.8,184.845,
1838,1.22618e+06,-0.0102802,0.669879,0.742399,357.451,328.632,527.8,
1860,0.0114635,0.383853,-0.645554,0.660239,-203.244,329.427,527.8,
1861,0.0176053,0.497484,-0.865162,-0.063273,173.021,-527.8,-323.674,
1864,4.78617e+06,0.122491,0.943064,0.309235,-65.4326,527.8,79.4119,
1866,0.0335285,0.421942,0.876707,-0.230977,527.8,112.821,168.949,
1869,4.00746e+06,0.0433377,0.998705,-0.0266459,56.259,527.8,177.325,
1872,4.81197e+06,0.294237,-0.955563,0.0179837,164.361,-527.8,11.2018,
1893,0.0354029,0.951818,-0.242148,-0.188167,527.8,-441.68,-41.3293,
1898,4.31432e+06,-0.869055,0.470232,0.153702,-527.8,287.381,95.1051,
1904,26649.5,-0.776508,-0.00592079,0.630079,-527.8,241.068,12.5402,
1906,5.56899e+06,-0.16887,0.896345,0.409938,-101.905,527.8,242.268,
1915,8.5186e+06,-0.0401175,0.993452,-0.106972,-98.9002,527.8,338.895,
1916,0.251744,-0.309687,-0.209802,0.927403,-501.614,108.055,527.8,
1928,206.007,0.270374,-0.891037,0.364623,-168.608,371.83,527.8,
1944,3.21825e+06,-0.334016,0.937212,0.100334,-304.623,527.8,293.198,
1966,1.18981e+06,-0.954214,0.257691,-0.151889,-527.8,-46.3178,-25.4449,
1967,3.42349e+06,0.00310869,0.961359,-0.275281,229.756,527.8,-93.2553,
1969,221.556,0.000703693,0.101019,-0.994884,405.938,-110.059,-527.8,
2003,6.90369e+06,-0.945095,0.322007,0.0557451,-527.8,181.407,30.429,
2005,0.0652278,0.758231,-0.0509003,0.649996,249.662,32.1624,527.8,
2011,0.042285,0.384791,0.376668,-0.842649,52.8809,370.361,-527.8,
2012,1.65946e+06,-0.62971,-0.0990349,-0.770492,-527.8,323.689,-18.94,
2020,3.2868,0.508836,0.186992,-0.84031,527.8,-77.2068,172.932,
2026,0.039212,0.571883,-0.600493,0.55889,-168.944,-527.8,-423.349,
2027,1.30112e+06,-0.150778,0.413738,0.897824,-140.673,264.896,527.8,
2032,938079,-0.258101,0.941225,-0.217899,-52.6621,527.8,-107.747,
2033,0.0811158,-0.134842,-0.989798,0.0460083,139.524,-527.8,220.195,
2036,0.0844469,-0.519927,-0.838745,0.161811,-527.8,319.736,-304.489,
2060,6.42651e+06,-0.341329,0.844815,-0.412046,-59.868,527.8,-237.284,
2063,3.42525,-0.621245,0.0742883,0.780087,-527.8,-216.406,211.551,
2070,3.22367e+06,0.54905,-0.756618,-0.355067,507.224,-527.8,-175.16,
2082,0.0460294,0.749129,0.24192,-0.616669,527.8,-33.1549,-139.549,
2084,277472,-0.756596,-0.477767,0.446432,-527.8,-34.4957,111.944,
2087,0.00352702,-0.233143,-0.0566415,-0.970792,-527.8,185.991,354.786,
2091,1.77193e+06,-0.580466,-0.756082,0.302322,49.6583,-527.8,-14.2329,
2093,0.0594765,-0.869498,-0.482973,-0.103488,-527.8,317.921,-199.288,
2099,5.70083e+06,0.0788948,-0.968631,-0.235645,40.2209,-527.8,-128.83,
2102,2.32966e+06,0.580971,0.552887,-0.597318,260.141,-90.4775,-527.8,
2107,0.0250167,0.851553,0.523392,-0.0302994,37.8711,527.8,150.512,
2117,4.72552e+06,0.856387,-0.469961,0.213867,527.8,-267.356,267.645,
2122,9.52396e+06,-0.641498,0.322675,0.695961,-527.8,129.482,415.236,
2130,2.04882e+06,0.340662,-0.237831,-0.909607,-262.928,108.719,-527.8,
2140,1.89946e+06,0.989154,0.0650409,-0.131701,527.8,347.229,-330.501,
2141,5.62247e+06,-0.189149,-0.789921,-0.583308,-437.911,-352.578,-527.8,
2144,0.0292004,-0.804371,0.271959,-0.528229,-514.942,108.409,-527.8,
2154,0.0313884,-0.498688,-0.811957,-0.303376,-527.8,-295.352,-277.479,
2156,22425.6,-0.821147,0.122354,0.557447,93.7515,527.8,341.919,
2157,0.109363,-0.286678,-0.953946,-0.0883318,-262.298,-527.8,-22.7743,
2164,0.00656894,0.780985,-0.620921,-0.0672214,456.842,-527.8,159.484,
2168,2629.73,0.769433,-0.45667,-0.446571,527.8,313.878,68.6972,
2169,845105,-0.165815,0.0897468,0.982065,165.441,-346.037,527.8,
2174,7.15934e+06,-0.187792,0.895983,0.402428,-113,527.8,237.598,
2175,0.00634793,0.307572,-0.587783,0.748272,-446.042,-527.8,-55.5526,
2193,0.0926741,0.502201,-0.864596,-0.0163916,-12.2292,-527.8,6.79817,
2196,0.587488,0.540325,-0.776196,-0.324912,527.8,-427.998,-388.056,
2218,0.0275838,0.542549,0.30196,-0.783876,527.8,-280.398,-244.72,
2220,8.39345e+06,-0.805084,-0.0318095,-0.592307,-527.8,-21.8436,-390.151,
2222,2.51636e+06,-0.504214,-0.720711,0.475757,184.606,-527.8,116.44,
2223,0.107101,-0.882869,0.460461,0.0922954,-527.8,-287.37,197.488,
2243,271337,-0.593009,0.508931,0.623963,-64.3909,527.8,-385.159,
2249,7.05755e+06,0.417983,-0.562406,0.713435,504.664,-349.763,527.8,
2280,0.0268595,0.224817,-0.878349,-0.421853,-36.9372,-399.241,-527.8,
2282,4.61531e+06,0.110662,-0.107446,0.988033,148.013,-123.165,527.8,
2283,0.0801905,0.675912,-0.620767,0.397229,-154.431,-119.507,527.8,
2288,2068.69,0.337476,-0.892159,-0.300269,-38.9459,-527.8,364.203,
2301,672051,-0.374522,0.715496,0.589745,331.697,527.8,13.7795,
2302,2.78229e+06,0.82662,0.548597,-0.125463,527.8,-21.167,-283.01,
2323,88245,0.760983,0.0565575,0.646302,17.0813,320.121,527.8,
2329,8.49914e+06,0.470807,0.840164,0.269195,297.61,527.8,171.167,
2334,0.0640423,0.949619,-0.31049,0.0426622,-58.4761,-527.8,253.153,
2335,2.60186e+06,-0.511512,0.556409,-0.654801,-33.739,122.053,-527.8,
2337,0.0314466,-0.442176,0.223942,-0.868522,186.286,-507.974,-527.8,
2343,2.54711e+06,-0.0780574,-0.866217,0.493534,-152.109,-527.8,-16.5974,
2347,4625.76,0.881994,0.167642,-0.440436,527.8,346.435,198.227,
2350,0.0843777,0.0321983,0.362422,-0.931458,-98.0447,527.8,-225.542,
2352,1.64928,-0.19919,-0.227095,0.953284,201.5,448.893,527.8,
2356,0.0391161,0.0705341,0.846993,-0.526904,218.4,63.237,-527.8,
2363,1.82551e+06,0.534436,0.746656,-0.396084,527.8,-15.963,-466.221,
2369,0.0657985,-0.581955,-0.227986,-0.780609,-527.8,-239.404,337.076,
2377,0.000891646,0.877755,-0.394312,-0.272146,527.8,85.1977,-114.569,
2391,0.0503749,-0.0422201,0.21712,0.975231,379.192,-331.771,527.8,
2394,0.026705,-0.743608,0.668465,-0.0142302,96.486,527.8,111.961,
2395,4.94123,-0.53922,-0.0458863,0.840914,-527.8,33.4172,-298.648,
2403,7.72297e+06,-0.732036,0.673974,-0.0994076,-527.8,18.6081,-18.696,
2407,7.08622e+06,-0.0028314,-0.89909,-0.437755,0.434648,-527.8,-257.624,
2421,0.0427309,0.854899,0.0675056,-0.514383,527.8,-278.166,-490.327,
2432,4.79453e+06,0.837239,-0.392806,0.38044,527.8,-62.6504,262.96,
