Event,Hit,KE_i,KE_e
1,1,9.58698,1.67808
2,1,6.24142,0.000325465
3,1,0.075756,6.66682e-08
4,1,5.18842,2.98714
5,0,3.3221,0
6,1,5.3473,5.3473
7,0,0.922918,0
8,0,3.16945,0
9,0,0.725284,0
10,0,0.17708,0
11,0,3.6184,0
12,0,3.02493,0
13,0,6.39253,0
14,0,7.931,0
15,1,3.68874,5.23573e-08
16,0,3.84461,0
17,0,2.41919,0
18,0,0.591917,0
19,0,1.31128,0
20,0,1.31601,0
21,0,4.12324,0
22,0,3.08994,0
23,1,3.87201,2.40725
24,0,0.445325,0
25,0,2.95896,0
26,0,2.96492,0
27,1,4.11176,0.0019047
28,0,1.38095,0
29,1,8.00451,7.9224
30,0,3.36575,0
31,0,4.34863,0
32,0,2.65854,0
33,1,4.29121,3.3401
34,0,0.221464,0
35,1,2.68693,2.14536
36,0,4.7196,0
37,0,3.20772,0
38,0,1.07088,0
39,0,0,0
40,1,2.69684,3.20478e-08
41,1,2.165,1.97073
42,0,4.98108,0
43,0,0,0
44,1,2.08751,0.00672242
45,1,6.50888,0.00314594
46,0,0.626373,0
47,0,2.76257,0
48,0,0.315633,0
49,1,1.04032,2.90562e-08
50,1,5.95505,0.0288551
51,0,0.0154038,0
52,1,4.80703,4.80703
53,0,3.93341,0
54,1,3.9482,1.83907
55,0,1.30134,0
56,1,7.9858,5.79625
57,1,5.09963,1.63013e-07
58,0,3.05779,0
59,1,2.14881,1.11973e-07
60,1,0.79793,7.80321e-08
61,1,5.48279,5.66071e-08
62,0,0.31788,0
63,1,8.0663,7.91982
64,1,3.37766,0.000302315
65,0,2.64355,0
66,1,3.35003,3.96768e-08
67,0,3.80854,0
68,1,1.74048,6.75651e-07
69,0,2.20036,0
70,0,0.316077,0
71,0,2.23653,0
72,0,1.9636,0
73,0,3.35226,0
74,0,0.639874,0
75,1,5.09678,7.6902e-06
76,0,0.614782,0
77,1,5.71482,5.71482
78,0,0.56798,0
79,1,4.33583,2.45227
80,1,4.91881,1.85514e-08
81,0,4.41954,0
82,1,2.87666,1.55811
83,0,5.7489,0
84,0,0.196356,0
85,0,1.05,0
86,1,6.17067,3.15556e-08
87,1,7.23679,7.23679
88,0,3.30878,0
89,0,3.82143,0
90,0,4.53792,0
91,1,3.6203,5.96941e-08
92,1,0.686993,7.94007e-08
93,0,8.71091,0
94,0,6.67776,0
95,0,2.67226,0
96,1,7.18951,6.72729
97,0,4.88155,0
98,1,0.424643,4.66949e-08
99,0,0.69735,0
100,1,2.38901,3.71388e-08
101,0,6.92088,0
102,1,4.67973,2.70055e-08
103,0,3.88614,0
104,0,1.86797,0
105,0,5.3989,0
106,1,2.39965,1.79662
107,0,5.85146,0
108,1,0.868409,8.5184e-05
109,1,4.67844,4.20118
110,1,3.32559,2.28467
111,0,0.886927,0
112,1,5.42142,2.10851
113,0,2.71808,0
114,1,2.46754,0.0872485
115,1,6.69477,2.0389
116,1,5.55843,0.00135374
117,0,3.56963,0
118,1,2.37981,1.03471
119,1,2.27318,1.8409e-08
120,0,4.48796,0
121,0,3.42455,0
122,1,8.66077,2.78775
123,1,1.32225,5.96912e-08
124,0,6.54992,0
125,0,5.13664,0
126,0,2.39844,0
127,0,4.40202,0
128,1,3.10874,1.38388
129,1,6.34087,2.01131
130,0,0.152519,0
131,1,2.31722,5.85017e-08
132,0,2.8896,0
133,0,5.91372,0
134,1,3.94273,0.00049056
135,0,4.8145,0
136,1,2.65305,1.41416e-07
137,1,6.80678,2.01522
138,0,3.32083,0
139,0,2.21184,0
140,1,4.60892,4.58302
141,1,4.55855,4.55855
142,0,1.68676,0
143,0,5.65228,0
144,1,6.53781,0.392422
145,1,3.95304,1.20227e-07
146,0,4.8849,0
147,1,9.79485,8.89759e-09
148,1,0.711814,3.03768e-08
149,1,3.02169,0.558219
150,1,4.49871,0.90025
151,0,3.48469,0
152,0,3.12997,0
153,0,4.79762,0
154,0,0.550089,0
155,1,6.86429,6.86429
156,0,1.52702,0
157,0,5.70117,0
158,0,3.01915,0
159,0,3.01428,0
160,1,2.73803,1.22542
161,1,8.74221,8.74221
162,0,0,0
163,0,0,0
164,0,4.54744,0
165,1,0.530885,9.4743e-08
166,0,0.287995,0
167,0,5.83734,0
168,1,7.31872,2.51163
169,1,2.70772,3.98961e-08
170,0,0.32393,0
171,0,0.0611356,0
172,0,3.92404,0
173,1,5.46378,5.46378
174,1,8.2363,7.78279
175,1,2.1645,0.96514
176,0,2.75456,0
177,0,0.125603,0
178,0,3.75687,0
179,0,5.51812,0
180,0,1.31656,0
181,1,2.06883,0.0784158
182,1,6.46664,6.46664
183,0,4.34648,0
184,1,2.72343,0.452764
185,0,0,0
186,1,3.662,1.27376e-08
187,0,4.52352,0
188,1,3.21598,3.21598
189,1,5.38171,1.55183e-08
190,1,1.85449,3.99217e-08
191,1,5.22509,4.6644e-08
192,1,1.56944,0.0636624
193,0,0.331864,0
194,0,2.7847,0
195,0,4.50128,0
196,0,2.92679,0
197,0,2.55026,0
198,0,7.67768,0
199,0,4.02578,0
200,1,6.38272,4.59308
201,1,4.73703,4.73703
202,1,5.92256,2.67991
203,1,3.64158,3.64158
204,1,1.83503,4.61612e-08
205,1,3.85928,0.0600313
206,0,0.422696,0
207,1,4.3089,2.6368
208,1,2.80369,2.02099
209,0,7.39155,0
210,1,3.72426,2.28222
211,1,3.90587,0.0151907
212,0,1.15929,0
213,0,4.20567,0
214,0,1.27189,0
215,0,2.52124,0
216,1,7.46963,2.20217e-08
217,0,1.02359,0
218,1,7.37516,7.37516
219,0,5.74293,0
220,0,7.09383,0
221,1,7.15928,3.81827
222,0,3.46403,0
223,1,2.22458,1.78037
224,1,6.63248,4.08832e-08
225,0,0.504964,0
226,1,8.43629,8.43629
227,0,2.96266,0
228,0,2.02928,0
229,1,5.81888,4.73336e-05
230,0,4.72526,0
231,0,6.96796,0
232,0,4.08245,0
233,1,0.847722,0.187822
234,0,7.94593,0
235,0,0.120544,0
236,1,5.58732,5.58732
237,1,7.03916,0.208786
238,1,7.63973,1.97529
239,0,2.96085,0
240,0,7.18211,0
241,0,3.97872,0
242,0,1.62313,0
243,1,4.07259,1.78888e-05
244,0,0.515511,0
245,1,6.76727,1.09657e-07
246,1,3.54631,1.91382
247,1,0.927871,6.03121e-08
248,1,5.09328,5.34933e-08
249,1,1.95439,1.53938e-08
250,0,3.54193,0
251,1,2.37394,0.173771
252,1,3.20109,0.875623
253,1,9.54678,9.54678
254,0,2.25243,0
255,1,2.72534,0.162272
256,0,3.30296,0
257,1,4.31684,4.18744
258,1,5.37829,1.18235e-08
259,1,5.79378,2.26482e-08
260,0,5.76896,0
261,1,4.312,5.74389e-08
262,1,1.86965,9.88284e-08
263,1,4.00134,3.24146
