Event,Hit,KE_i,KE_e
1,1,9.58698,2.2958
2,0,3.83666,0
3,1,0.173548,8.54866e-08
4,1,7.39642,7.37393e-08
5,0,3.10194,0
6,0,2.02696,0
7,0,0.858783,0
8,0,2.21237,0
9,1,4.88735,4.63585
10,0,5.84637,0
11,1,6.78948,4.27088
12,0,3.15533,0
13,0,4.14603,0
14,1,4.27055,4.01464
15,1,6.01012,1.84109
16,0,0.430991,0
17,0,6.76365,0
18,0,3.28326,0
19,1,5.12901,2.26319
20,0,3.09385,0
21,0,1.061,0
22,0,0.564112,0
23,0,4.73423,0
24,1,5.54821,5.37615
25,0,2.67321,0
26,0,5.53122,0
27,0,2.46614,0
28,1,1.8631,0.657676
29,0,0.3903,0
30,1,4.45424,4.45424
31,1,2.11045,9.76383e-05
32,0,0.387189,0
33,1,3.89636,0.971002
34,1,4.73393,1.07753
35,0,0.153086,0
36,0,1.5707,0
37,0,3.39675,0
38,1,1.18374,0.000428465
39,1,2.31388,0.36897
40,0,0.289434,0
41,0,4.54578,0
42,0,4.63506,0
43,1,2.74592,6.93383e-08
44,1,5.79972,2.44462
45,0,5.2553,0
46,1,3.1286,2.61627
47,1,5.77318,4.20898
48,0,3.72814,0
49,1,1.03303,0.931019
50,0,3.14747,0
51,0,3.62939,0
52,1,4.20695,1.77625
53,1,5.22006,0.136738
54,1,8.74724,8.74724
55,0,3.6799,0
56,0,2.54101,0
57,1,5.25058,1.76904
58,0,0.659375,0
59,0,4.43187,0
60,1,3.16287,3.16287
61,1,5.72346,5.08772
62,1,1.68733,0.968062
63,0,1.49468,0
64,0,3.75752,0
65,1,4.37919,3.4625
66,1,3.6453,1.16681
67,0,4.40346,0
68,1,2.13532,3.849e-08
69,1,4.5866,0.0433719
70,0,0.508328,0
71,1,5.0336,1.13285
72,0,5.6066,0
73,0,8.46761,0
74,0,2.83696,0
75,0,4.32605,0
76,1,3.71103,3.66918
77,0,2.64509,0
78,1,0.926519,4.60643e-08
79,0,4.13444,0
80,1,2.78013,0.0154016
81,0,6.13743,0
82,1,9.78693,4.66912
83,1,9.60672,3.1391
84,1,0.795464,3.12028e-05
85,0,0.842348,0
86,0,2.08059,0
87,0,5.7768,0
88,0,2.72367,0
89,1,8.59629,7.29674
90,0,0.495177,0
91,0,7.55201,0
92,1,2.97559,2.97559
93,0,0.000477997,0
94,1,3.41893,2.86533
95,0,0,0
96,0,3.92845,0
97,0,0.71474,0
98,1,3.56761,2.84851e-05
99,0,0.747975,0
100,0,1.61786,0
101,1,3.52386,1.2658e-06
102,1,4.38919,2.74195
103,1,2.08877,0.000668648
104,0,0,0
105,1,4.2156,4.2156
106,0,2.83616,0
107,0,1.37989,0
108,1,5.10059,5.10059
109,0,3.40143,0
110,0,0.613962,0
111,0,5.98908,0
112,0,2.09343,0
113,1,3.73562,2.73297
114,1,6.26078,0.100762
115,0,0.454614,0
116,1,6.15685,6.15685
117,1,2.96431,1.41067e-06
118,1,3.2463,0.808647
119,0,3.18197,0
120,0,0.588189,0
121,0,2.71566,0
122,0,4.74176,0
123,1,5.91688,2.55271
124,0,3.41828,0
125,0,3.21999,0
126,0,2.52627,0
127,0,5.64212,0
128,0,2.73571,0
129,0,0.278001,0
130,1,4.56872,0.307002
131,1,3.48423,2.64346
132,0,1.3007,0
133,1,6.62332,1.46305
134,1,1.18631,8.43362e-08
135,1,4.84973,4.84973
136,0,3.63654,0
137,0,0.593422,0
138,1,5.9391,1.15592
139,1,3.30493,3.16122
140,0,0,0
141,1,4.34722,4.12562
142,1,2.25902,0.0368542
143,0,6.84517,0
144,1,2.02787,9.14125e-05
145,0,1.25039,0
146,0,0.259683,0
147,1,5.22821,0.031859
148,0,5.39601,0
149,0,4.0274,0
150,0,4.8334,0
151,0,0.918164,0
152,0,2.08819,0
153,0,3.61603,0
154,1,5.48911,5.48911
155,1,4.46406,0.0115545
156,0,0,0
157,1,4.82056,1.85037
158,1,6.72425,6.72425
159,0,3.61626,0
160,1,7.09881,1.91716
161,1,3.12612,3.12612
162,1,4.77564,4.77564
163,1,7.54298,7.54298
164,1,4.52475,1.209
165,0,3.357,0
166,0,4.79289,0
167,0,1.84011,0
168,1,3.90415,0.262114
169,1,5.18794,5.18794
170,0,1.98706,0
171,0,0.633129,0
172,0,1.0282,0
173,0,0.948064,0
174,1,6.46063,0.810212
175,0,3.43039,0
176,0,6.09376,0
177,0,6.93026,0
178,1,5.21618,0.00136133
179,1,4.73317,4.7239
180,0,3.14375,0
181,0,0.801244,0
182,1,2.41637,2.41637
183,1,6.25356,0.497863
184,0,4.97429,0
185,1,7.17079,3.07087e-08
186,0,0,0
187,0,2.22357,0
188,0,3.94753,0
189,1,2.99699,2.92353
190,0,2.86204,0
191,0,0.772297,0
192,1,6.1239,6.1239
193,0,2.6125,0
194,0,5.31238,0
195,0,1.3689,0
196,1,2.83724,1.33947
197,0,3.44681,0
198,1,6.64526,6.64526
199,0,3.8134,0
200,0,1.17439,0
201,0,0,0
202,0,2.35718,0
203,0,4.33056,0
204,0,5.07948,0
205,0,4.97408,0
206,1,4.74722,4.18107e-05
207,0,3.16845,0
208,0,0.217087,0
209,0,2.73527,0
210,0,1.44465,0
211,0,0.659014,0
212,0,1.88148,0
213,0,2.12606,0
214,0,0.49917,0
215,1,2.1963,0.0106243
216,1,6.43757,3.11229e-05
217,0,3.61006,0
218,1,6.32563,6.32563
219,1,5.45329,3.08927e-05
220,0,3.98627,0
221,0,4.22127,0
222,0,6.87042,0
223,1,3.03262,0.515956
224,0,0.00658712,0
225,1,2.7129,2.7129
226,0,0.108297,0
227,1,3.39639,1.96985e-08
228,0,1.93608,0
229,0,2.9173,0
230,0,4.8557,0
231,0,0.798428,0
232,1,4.88943,0.000831009
233,1,4.69491,4.49102
234,0,1.38666,0
235,0,3.06494,0
236,0,5.59884,0
237,1,3.03236,2.02921e-06
238,0,5.43915,0
